Hour,1,2,3
700,6017.663048,2052.087345,2958.007201
701,6104.325531,2076.632895,2966.470643
702,6148.313668,2080.556864,2981.852164
703,6162.26087,2070.213058,3002.454718
704,6163.021497,2053.962522,3024.509198
705,6167.449912,2040.166299,3044.246499
706,6188.27879,2035.277277,3058.899395
707,6221.75406,2038.115716,3069.708184
708,6259.999967,2045.593723,3078.915043
709,6295.140754,2054.623401,3088.762151
710,6320.91311,2062.647387,3100.788015
711,6337.503503,2069.230444,3113.716467
712,6346.710847,2074.467867,3125.567668
713,6350.334056,2078.45495,3134.361778
714,6349.986176,2081.295325,3138.704389
715,6346.536779,2083.125976,3139.542805
716,6340.66957,2084.092222,3138.409762
717,6333.068254,2084.339385,3136.837994
718,6324.242011,2084.081651,3136.028469
719,6314.001931,2083.808675,3135.85509
720,6301.984579,2084.078975,3135.85999
721,6287.82652,2085.451071,3135.585306
722,6271.619121,2088.141344,3134.487707
723,6255.272945,2090.997613,3131.682005
724,6241.153356,2092.525559,3126.197545
725,6231.62572,2091.230863,3117.063675
726,6228.007488,2086.197977,3103.869116
727,6227.424466,2078.826449,3088.440092
728,6225.954549,2071.094597,3073.162204
729,6219.675631,2064.980742,3060.421052
730,6206.026109,2061.989451,3051.888088
731,6187.886393,2061.730285,3046.378174
732,6169.497391,2063.339052,3041.992023
733,6155.100017,2065.951562,3036.830348
734,6146.576155,2068.317479,3029.663152
735,6136.371592,2067.641892,3021.937589
736,6114.573087,2060.743748,3015.770102
737,6071.2674,2044.441992,3013.277135
738,6001.901393,2018.153624,3016.49994
739,5923.362329,1991.687859,3027.179005
740,5857.897573,1977.451964,3046.979628
741,5827.754489,1987.853208,3077.567107
742,5849.688488,2030.639851,3118.976596
743,5918.487165,2094.92412,3164.722673
744,6023.446159,2165.159235,3206.689771
745,6153.86111,2225.798415,3236.762326
746,6297.673007,2264.883799,3248.86203
747,6437.404234,2284.813207,3245.059613
748,6554.222521,2291.573374,3229.463065
749,6629.2956,2291.151041,3206.180375
750,6649.627626,2288.237061,3178.428972
751,6625.56844,2282.338755,3145.864042
752,6573.304308,2271.667559,3107.250207
753,6509.021495,2254.434911,3061.352093
754,6445.146842,2229.193735,3007.410455
755,6379.069495,2195.862904,2946.570581
756,6304.41918,2154.702779,2880.453888
757,6214.825619,2105.973722,2810.681795
758,6105.973833,2050.349973,2738.842479
759,5981.77003,1990.161296,2666.391148
760,5848.175717,1928.151335,2594.749768
761,5711.152397,1867.063732,2525.340306
762,5576.250517,1809.559356,2459.591376
763,5447.376286,1757.967969,2398.958187
764,5328.024852,1714.536558,2344.902595
765,5221.691365,1681.512111,2298.886457
766,5131.870973,1661.141615,2262.37163
767,5062.058826,1655.672056,2236.81997
768,5015.750072,1667.350421,2223.693335
