Hour,1,2,3
700,5948.793825,1984.362925,2475.113478
701,6041.750271,2020.884127,2520.81783
702,6130.595301,2063.176081,2578.175682
703,6214.527252,2109.213703,2643.370379
704,6293.124277,2155.93944,2710.92974
705,6365.964532,2200.295741,2775.381579
706,6432.634183,2239.839202,2832.361016
707,6492.751454,2274.583018,2881.932378
708,6545.94258,2305.154536,2925.267294
709,6591.8338,2332.181099,2963.537393
710,6630.010973,2355.961254,2997.56175
711,6659.898451,2375.478347,3026.749212
712,6680.880208,2389.386928,3050.156073
713,6692.340221,2396.341544,3066.838625
714,6694.592722,2395.642097,3076.348235
715,6691.672971,2389.169903,3080.216571
716,6688.546489,2379.45163,3080.470375
717,6690.178793,2369.013947,3079.13639
718,6699.796658,2359.671799,3077.708885
719,6713.671885,2350.393235,3075.552232
720,6726.337529,2339.43458,3071.498328
721,6732.326647,2325.052161,3064.379072
722,6727.637749,2306.088695,3053.33533
723,6714.131165,2283.732466,3038.743842
724,6695.132681,2259.758153,3021.290318
725,6673.96808,2235.940432,3001.660467
726,6653.825206,2213.534034,2980.336194
727,6637.340135,2191.713899,2956.984192
728,6627.011002,2169.13502,2931.067352
729,6625.335941,2144.452391,2902.048565
730,6634.237121,2116.626246,2869.416583
731,6653.332854,2085.837783,2832.763608
732,6681.665486,2052.573441,2791.707706
733,6718.277362,2017.319658,2745.866941
734,6761.8833,1981.458441,2696.496954
735,6809.887997,1949.954075,2651.403677
736,6859.368623,1928.666412,2620.030622
737,6907.402348,1923.455303,2611.821296
738,6952.108114,1939.356302,2634.312358
739,6995.771965,1978.107753,2687.413064
740,7041.721718,2040.623705,2769.125821
741,7093.285191,2127.818201,2877.453034
742,7151.267751,2237.623091,3007.682424
743,7206.384973,2356.041428,3144.242978
744,7246.829978,2466.09407,3268.848995
745,7260.795892,2550.801874,3363.214777
746,7240.170947,2598.215773,3414.61449
747,7191.623808,2616.507011,3432.561759
748,7125.518251,2618.876909,3432.130077
749,7052.218051,2618.526788,3428.392935
750,6979.774945,2625.480695,3432.828497
751,6906.992522,2637.053582,3442.533622
752,6830.362333,2647.383128,3451.009842
753,6746.375931,2650.60701,3451.75869
754,6652.197808,2641.821415,3439.436249
755,6547.684215,2619.956563,3413.316816
756,6433.364346,2584.901181,3373.829242
757,6309.767393,2536.543997,3321.402374
758,6178.005337,2475.342267,3256.864106
759,6041.521308,2404.027352,3182.638509
760,5904.341224,2325.899142,3101.548697
761,5770.491006,2244.257527,3016.417786
762,5643.880013,2162.28869,2929.98908
763,5527.951376,2082.723993,2844.68665
764,5426.03167,2008.181094,2762.854759
765,5341.447467,1941.277649,2686.837666
766,5277.525341,1884.631316,2618.979635
767,5237.591865,1840.859752,2561.624926
768,5224.973613,1812.580614,2517.117802
