# 1. Arc ID| 2. Arc first node| 3. Arc second node| 4. Arc capacity| 5. Custom Arc Length
A02873|NC039|NC215|1E6|
A02874|NC039|NC216|1E6|
A02875|NC039|NC217|1E6|
A02876|NC039|NC219|1E6|
A02877|NC039|NC220|1E6|
A02878|NC039|NC222|1E6|
A02879|NC039|NC223|1E6|
A02880|NC039|NC224|1E6|
A02881|NC039|NC227|1E6|
A02882|NC039|NC228|1E6|
A02883|NC039|NC229|1E6|
A02884|NC039|NC230|1E6|
A02885|NC039|NC231|1E6|
A02886|NC039|NC233|1E6|
A02887|NC039|NC234|1E6|
A02888|NC039|NC236|1E6|
A02889|NC039|NC237|1E6|
A02890|NC039|NC238|1E6|
A02891|NC039|NC240|1E6|
A02892|NC039|NC241|1E6|
A02893|NC039|NC242|1E6|
A02894|NC039|NC243|1E6|
A02895|NC039|NC245|1E6|
A02896|NC040|NMAD|1E6|
A02897|NC041|NMAD|1E6|
A02898|NC042|NMAD|1E6|
A02899|NC043|NMAD|1E6|
A02900|NC044|NMAD|1E6|
A02901|NC045|NMAD|1E6|
A02902|NC046|NC002|1E6|
A02903|NC046|NC003|1E6|
A02904|NC046|NC004|1E6|
A02905|NC046|NC005|1E6|
A02906|NC046|NC006|1E6|
A02907|NC046|NC007|1E6|
A02908|NC046|NC008|1E6|
A02909|NC046|NC013|1E6|
A02910|NC046|NC015|1E6|
A02911|NC046|NC025|1E6|
A02912|NC046|NC026|1E6|
A02913|NC046|NC029|1E6|
A02914|NC046|NC031|1E6|
A02915|NC046|NC032|1E6|
A02916|NC046|NC034|1E6|
A02917|NC046|NC040|1E6|
A02918|NC046|NC041|1E6|
A02919|NC046|NC042|1E6|
A02920|NC046|NC043|1E6|
A02921|NC046|NC044|1E6|
A02922|NC046|NC045|1E6|
A02923|NC046|NC048|1E6|
A02924|NC046|NC049|1E6|
A02925|NC046|NC050|1E6|
A02926|NC046|NC051|1E6|
A02927|NC046|NC052|1E6|
A02928|NC046|NC054|1E6|
A02929|NC046|NC061|1E6|
A02930|NC046|NC063|1E6|
A02931|NC046|NC064|1E6|
A02932|NC046|NC065|1E6|
A02933|NC046|NC066|1E6|
A02934|NC046|NC068|1E6|
A02935|NC046|NC069|1E6|
A02936|NC046|NC070|1E6|
A02937|NC046|NC071|1E6|
A02938|NC046|NC074|1E6|
A02939|NC046|NC076|1E6|
A02940|NC046|NC080|1E6|
A02941|NC046|NC086|1E6|
A02942|NC046|NC089|1E6|
A02943|NC046|NC090|1E6|
A02944|NC046|NC092|1E6|
A02945|NC046|NC093|1E6|
A02946|NC046|NC095|1E6|
A02947|NC046|NC097|1E6|
A02948|NC046|NC101|1E6|
A02949|NC046|NC105|1E6|
A02950|NC046|NC106|1E6|
A02951|NC046|NC107|1E6|
A02952|NC046|NC109|1E6|
A02953|NC046|NC110|1E6|
A02954|NC046|NC111|1E6|
A02955|NC046|NC115|1E6|
A02956|NC046|NC116|1E6|
A02957|NC046|NC120|1E6|
A02958|NC046|NC121|1E6|
A02959|NC046|NC128|1E6|
A02960|NC046|NC130|1E6|
A02961|NC046|NC132|1E6|
A02962|NC046|NC133|1E6|
A02963|NC046|NC136|1E6|
A02964|NC046|NC143|1E6|
A02965|NC046|NC146|1E6|
A02966|NC046|NC150|1E6|
A02967|NC046|NC152|1E6|
A02968|NC046|NC154|1E6|
A02969|NC046|NC157|1E6|
A02970|NC046|NC158|1E6|
A02971|NC046|NC160|1E6|
A02972|NC046|NC161|1E6|
A02973|NC046|NC162|1E6|
A02974|NC046|NC166|1E6|
A02975|NC046|NC167|1E6|
A02976|NC046|NC168|1E6|
A02977|NC046|NC173|1E6|
A02978|NC046|NC174|1E6|
A02979|NC046|NC175|1E6|
A02980|NC046|NC179|1E6|
A02981|NC046|NC189|1E6|
A02982|NC046|NC190|1E6|
A02983|NC046|NC192|1E6|
A02984|NC046|NC193|1E6|
A02985|NC046|NC194|1E6|
A02986|NC046|NC195|1E6|
A02987|NC046|NC196|1E6|
A02988|NC046|NC197|1E6|
A02989|NC046|NC198|1E6|
A02990|NC046|NC199|1E6|
A02991|NC046|NC200|1E6|
A02992|NC046|NC201|1E6|
A02993|NC046|NC202|1E6|
A02994|NC046|NC203|1E6|
A02995|NC046|NC205|1E6|
A02996|NC046|NC206|1E6|
A02997|NC046|NC207|1E6|
A02998|NC046|NC213|1E6|
A02999|NC046|NC215|1E6|
A03000|NC046|NC216|1E6|
A03001|NC046|NC217|1E6|
A03002|NC046|NC219|1E6|
A03003|NC046|NC220|1E6|
A03004|NC046|NC222|1E6|
A03005|NC046|NC223|1E6|
A03006|NC046|NC224|1E6|
A03007|NC046|NC227|1E6|
A03008|NC046|NC228|1E6|
A03009|NC046|NC229|1E6|
A03010|NC046|NC230|1E6|
A03011|NC046|NC231|1E6|
A03012|NC046|NC233|1E6|
A03013|NC046|NC234|1E6|
A03014|NC046|NC236|1E6|
A03015|NC046|NC237|1E6|
A03016|NC046|NC238|1E6|
A03017|NC046|NC240|1E6|
A03018|NC046|NC241|1E6|
A03019|NC046|NC242|1E6|
A03020|NC046|NC243|1E6|
A03021|NC046|NC245|1E6|
A03022|NC047|NC002|1E6|
A03023|NC047|NC003|1E6|
A03024|NC047|NC004|1E6|
A03025|NC047|NC005|1E6|
A03026|NC047|NC006|1E6|
A03027|NC047|NC007|1E6|
A03028|NC047|NC008|1E6|
A03029|NC047|NC013|1E6|
A03030|NC047|NC015|1E6|
A03031|NC047|NC025|1E6|
A03032|NC047|NC026|1E6|
A03033|NC047|NC029|1E6|
A03034|NC047|NC031|1E6|
A03035|NC047|NC032|1E6|
A03036|NC047|NC034|1E6|
A03037|NC047|NC040|1E6|
A03038|NC047|NC041|1E6|
A03039|NC047|NC042|1E6|
A03040|NC047|NC043|1E6|
A03041|NC047|NC044|1E6|
A03042|NC047|NC045|1E6|
A03043|NC047|NC048|1E6|
A03044|NC047|NC049|1E6|
A03045|NC047|NC050|1E6|
A03046|NC047|NC051|1E6|
A03047|NC047|NC052|1E6|
A03048|NC047|NC054|1E6|
A03049|NC047|NC061|1E6|
A03050|NC047|NC063|1E6|
A03051|NC047|NC064|1E6|
A03052|NC047|NC065|1E6|
A03053|NC047|NC066|1E6|
A03054|NC047|NC068|1E6|
A03055|NC047|NC069|1E6|
A03056|NC047|NC070|1E6|
A03057|NC047|NC071|1E6|
A03058|NC047|NC074|1E6|
A03059|NC047|NC076|1E6|
A03060|NC047|NC080|1E6|
A03061|NC047|NC086|1E6|
A03062|NC047|NC089|1E6|
A03063|NC047|NC090|1E6|
A03064|NC047|NC092|1E6|
A03065|NC047|NC093|1E6|
A03066|NC047|NC095|1E6|
A03067|NC047|NC097|1E6|
A03068|NC047|NC101|1E6|
A03069|NC047|NC105|1E6|
A03070|NC047|NC106|1E6|
A03071|NC047|NC107|1E6|
A03072|NC047|NC109|1E6|
A03073|NC047|NC110|1E6|
A03074|NC047|NC111|1E6|
A03075|NC047|NC115|1E6|
A03076|NC047|NC116|1E6|
A03077|NC047|NC120|1E6|
A03078|NC047|NC121|1E6|
A03079|NC047|NC128|1E6|
A03080|NC047|NC130|1E6|
A03081|NC047|NC132|1E6|
A03082|NC047|NC133|1E6|
A03083|NC047|NC136|1E6|
A03084|NC047|NC143|1E6|
A03085|NC047|NC146|1E6|
A03086|NC047|NC150|1E6|
A03087|NC047|NC152|1E6|
A03088|NC047|NC154|1E6|
A03089|NC047|NC157|1E6|
A03090|NC047|NC158|1E6|
A03091|NC047|NC160|1E6|
A03092|NC047|NC161|1E6|
A03093|NC047|NC162|1E6|
A03094|NC047|NC166|1E6|
A03095|NC047|NC167|1E6|
A03096|NC047|NC168|1E6|
A03097|NC047|NC173|1E6|
A03098|NC047|NC174|1E6|
A03099|NC047|NC175|1E6|
A03100|NC047|NC179|1E6|
A03101|NC047|NC189|1E6|
A03102|NC047|NC190|1E6|
A03103|NC047|NC192|1E6|
A03104|NC047|NC193|1E6|
A03105|NC047|NC194|1E6|
A03106|NC047|NC195|1E6|
A03107|NC047|NC196|1E6|
A03108|NC047|NC197|1E6|
A03109|NC047|NC198|1E6|
A03110|NC047|NC199|1E6|
A03111|NC047|NC200|1E6|
A03112|NC047|NC201|1E6|
A03113|NC047|NC202|1E6|
A03114|NC047|NC203|1E6|
A03115|NC047|NC205|1E6|
A03116|NC047|NC206|1E6|
A03117|NC047|NC207|1E6|
A03118|NC047|NC213|1E6|
A03119|NC047|NC215|1E6|
A03120|NC047|NC216|1E6|
A03121|NC047|NC217|1E6|
A03122|NC047|NC219|1E6|
A03123|NC047|NC220|1E6|
A03124|NC047|NC222|1E6|
A03125|NC047|NC223|1E6|
A03126|NC047|NC224|1E6|
A03127|NC047|NC227|1E6|
A03128|NC047|NC228|1E6|
A03129|NC047|NC229|1E6|
A03130|NC047|NC230|1E6|
A03131|NC047|NC231|1E6|
A03132|NC047|NC233|1E6|
A03133|NC047|NC234|1E6|
A03134|NC047|NC236|1E6|
A03135|NC047|NC237|1E6|
A03136|NC047|NC238|1E6|
A03137|NC047|NC240|1E6|
A03138|NC047|NC241|1E6|
A03139|NC047|NC242|1E6|
A03140|NC047|NC243|1E6|
A03141|NC047|NC245|1E6|
A03142|NC048|NMAD|1E6|
A03143|NC049|NMAD|1E6|
A03144|NC050|NMAD|1E6|
A03145|NC051|NMAD|1E6|
A03146|NC052|NMAD|1E6|
A03147|NC053|NC002|1E6|
A03148|NC053|NC003|1E6|
A03149|NC053|NC004|1E6|
A03150|NC053|NC005|1E6|
A03151|NC053|NC006|1E6|
A03152|NC053|NC007|1E6|
A03153|NC053|NC008|1E6|
A03154|NC053|NC013|1E6|
A03155|NC053|NC015|1E6|
A03156|NC053|NC025|1E6|
A03157|NC053|NC026|1E6|
A03158|NC053|NC029|1E6|
A03159|NC053|NC031|1E6|
A03160|NC053|NC032|1E6|
A03161|NC053|NC034|1E6|
A03162|NC053|NC040|1E6|
A03163|NC053|NC041|1E6|
A03164|NC053|NC042|1E6|
A03165|NC053|NC043|1E6|
A03166|NC053|NC044|1E6|
A03167|NC053|NC045|1E6|
A03168|NC053|NC048|1E6|
A03169|NC053|NC049|1E6|
A03170|NC053|NC050|1E6|
A03171|NC053|NC051|1E6|
A03172|NC053|NC052|1E6|
A03173|NC053|NC054|1E6|
A03174|NC053|NC061|1E6|
A03175|NC053|NC063|1E6|
A03176|NC053|NC064|1E6|
A03177|NC053|NC065|1E6|
A03178|NC053|NC066|1E6|
A03179|NC053|NC068|1E6|
A03180|NC053|NC069|1E6|
A03181|NC053|NC070|1E6|
A03182|NC053|NC071|1E6|
A03183|NC053|NC074|1E6|
A03184|NC053|NC076|1E6|
A03185|NC053|NC080|1E6|
A03186|NC053|NC086|1E6|
A03187|NC053|NC089|1E6|
A03188|NC053|NC090|1E6|
A03189|NC053|NC092|1E6|
A03190|NC053|NC093|1E6|
A03191|NC053|NC095|1E6|
A03192|NC053|NC097|1E6|
A03193|NC053|NC101|1E6|
A03194|NC053|NC105|1E6|
A03195|NC053|NC106|1E6|
A03196|NC053|NC107|1E6|
A03197|NC053|NC109|1E6|
A03198|NC053|NC110|1E6|
A03199|NC053|NC111|1E6|
A03200|NC053|NC115|1E6|
A03201|NC053|NC116|1E6|
A03202|NC053|NC120|1E6|
A03203|NC053|NC121|1E6|
A03204|NC053|NC128|1E6|
A03205|NC053|NC130|1E6|
A03206|NC053|NC132|1E6|
A03207|NC053|NC133|1E6|
A03208|NC053|NC136|1E6|
A03209|NC053|NC143|1E6|
A03210|NC053|NC146|1E6|
A03211|NC053|NC150|1E6|
A03212|NC053|NC152|1E6|
A03213|NC053|NC154|1E6|
A03214|NC053|NC157|1E6|
A03215|NC053|NC158|1E6|
A03216|NC053|NC160|1E6|
A03217|NC053|NC161|1E6|
A03218|NC053|NC162|1E6|
A03219|NC053|NC166|1E6|
A03220|NC053|NC167|1E6|
A03221|NC053|NC168|1E6|
A03222|NC053|NC173|1E6|
A03223|NC053|NC174|1E6|
A03224|NC053|NC175|1E6|
A03225|NC053|NC179|1E6|
A03226|NC053|NC189|1E6|
A03227|NC053|NC190|1E6|
A03228|NC053|NC192|1E6|
A03229|NC053|NC193|1E6|
A03230|NC053|NC194|1E6|
A03231|NC053|NC195|1E6|
A03232|NC053|NC196|1E6|
A03233|NC053|NC197|1E6|
A03234|NC053|NC198|1E6|
A03235|NC053|NC199|1E6|
A03236|NC053|NC200|1E6|
A03237|NC053|NC201|1E6|
A03238|NC053|NC202|1E6|
A03239|NC053|NC203|1E6|
A03240|NC053|NC205|1E6|
A03241|NC053|NC206|1E6|
A03242|NC053|NC207|1E6|
A03243|NC053|NC213|1E6|
A03244|NC053|NC215|1E6|
A03245|NC053|NC216|1E6|
A03246|NC053|NC217|1E6|
A03247|NC053|NC219|1E6|
A03248|NC053|NC220|1E6|
A03249|NC053|NC222|1E6|
A03250|NC053|NC223|1E6|
A03251|NC053|NC224|1E6|
A03252|NC053|NC227|1E6|
A03253|NC053|NC228|1E6|
A03254|NC053|NC229|1E6|
A03255|NC053|NC230|1E6|
A03256|NC053|NC231|1E6|
A03257|NC053|NC233|1E6|
A03258|NC053|NC234|1E6|
A03259|NC053|NC236|1E6|
A03260|NC053|NC237|1E6|
A03261|NC053|NC238|1E6|
A03262|NC053|NC240|1E6|
A03263|NC053|NC241|1E6|
A03264|NC053|NC242|1E6|
A03265|NC053|NC243|1E6|
A03266|NC053|NC245|1E6|
A03267|NC054|NMAD|1E6|
A03268|NC055|NC002|1E6|
A03269|NC055|NC003|1E6|
A03270|NC055|NC004|1E6|
A03271|NC055|NC005|1E6|
A03272|NC055|NC006|1E6|
A03273|NC055|NC007|1E6|
A03274|NC055|NC008|1E6|
A03275|NC055|NC013|1E6|
A03276|NC055|NC015|1E6|
A03277|NC055|NC025|1E6|
A03278|NC055|NC026|1E6|
A03279|NC055|NC029|1E6|
A03280|NC055|NC031|1E6|
A03281|NC055|NC032|1E6|
A03282|NC055|NC034|1E6|
A03283|NC055|NC040|1E6|
A03284|NC055|NC041|1E6|
A03285|NC055|NC042|1E6|
A03286|NC055|NC043|1E6|
A03287|NC055|NC044|1E6|
A03288|NC055|NC045|1E6|
A03289|NC055|NC048|1E6|
A03290|NC055|NC049|1E6|
A03291|NC055|NC050|1E6|
A03292|NC055|NC051|1E6|
A03293|NC055|NC052|1E6|
A03294|NC055|NC054|1E6|
A03295|NC055|NC061|1E6|
A03296|NC055|NC063|1E6|
A03297|NC055|NC064|1E6|
A03298|NC055|NC065|1E6|
A03299|NC055|NC066|1E6|
A03300|NC055|NC068|1E6|
A03301|NC055|NC069|1E6|
A03302|NC055|NC070|1E6|
A03303|NC055|NC071|1E6|
A03304|NC055|NC074|1E6|
A03305|NC055|NC076|1E6|
A03306|NC055|NC080|1E6|
A03307|NC055|NC086|1E6|
A03308|NC055|NC089|1E6|
A03309|NC055|NC090|1E6|
A03310|NC055|NC092|1E6|
A03311|NC055|NC093|1E6|
A03312|NC055|NC095|1E6|
A03313|NC055|NC097|1E6|
A03314|NC055|NC101|1E6|
A03315|NC055|NC105|1E6|
A03316|NC055|NC106|1E6|
A03317|NC055|NC107|1E6|
A03318|NC055|NC109|1E6|
A03319|NC055|NC110|1E6|
A03320|NC055|NC111|1E6|
A03321|NC055|NC115|1E6|
A03322|NC055|NC116|1E6|
A03323|NC055|NC120|1E6|
A03324|NC055|NC121|1E6|
A03325|NC055|NC128|1E6|
A03326|NC055|NC130|1E6|
A03327|NC055|NC132|1E6|
A03328|NC055|NC133|1E6|
A03329|NC055|NC136|1E6|
A03330|NC055|NC143|1E6|
A03331|NC055|NC146|1E6|
A03332|NC055|NC150|1E6|
A03333|NC055|NC152|1E6|
A03334|NC055|NC154|1E6|
A03335|NC055|NC157|1E6|
A03336|NC055|NC158|1E6|
A03337|NC055|NC160|1E6|
A03338|NC055|NC161|1E6|
A03339|NC055|NC162|1E6|
A03340|NC055|NC166|1E6|
A03341|NC055|NC167|1E6|
A03342|NC055|NC168|1E6|
A03343|NC055|NC173|1E6|
A03344|NC055|NC174|1E6|
A03345|NC055|NC175|1E6|
A03346|NC055|NC179|1E6|
A03347|NC055|NC189|1E6|
A03348|NC055|NC190|1E6|
A03349|NC055|NC192|1E6|
A03350|NC055|NC193|1E6|
A03351|NC055|NC194|1E6|
A03352|NC055|NC195|1E6|
A03353|NC055|NC196|1E6|
A03354|NC055|NC197|1E6|
A03355|NC055|NC198|1E6|
A03356|NC055|NC199|1E6|
A03357|NC055|NC200|1E6|
A03358|NC055|NC201|1E6|
A03359|NC055|NC202|1E6|
A03360|NC055|NC203|1E6|
A03361|NC055|NC205|1E6|
A03362|NC055|NC206|1E6|
A03363|NC055|NC207|1E6|
A03364|NC055|NC213|1E6|
A03365|NC055|NC215|1E6|
A03366|NC055|NC216|1E6|
A03367|NC055|NC217|1E6|
A03368|NC055|NC219|1E6|
A03369|NC055|NC220|1E6|
A03370|NC055|NC222|1E6|
A03371|NC055|NC223|1E6|
A03372|NC055|NC224|1E6|
A03373|NC055|NC227|1E6|
A03374|NC055|NC228|1E6|
A03375|NC055|NC229|1E6|
A03376|NC055|NC230|1E6|
A03377|NC055|NC231|1E6|
A03378|NC055|NC233|1E6|
A03379|NC055|NC234|1E6|
A03380|NC055|NC236|1E6|
A03381|NC055|NC237|1E6|
A03382|NC055|NC238|1E6|
A03383|NC055|NC240|1E6|
A03384|NC055|NC241|1E6|
A03385|NC055|NC242|1E6|
A03386|NC055|NC243|1E6|
A03387|NC055|NC245|1E6|
A03388|NC056|NC002|1E6|
A03389|NC056|NC003|1E6|
A03390|NC056|NC004|1E6|
A03391|NC056|NC005|1E6|
A03392|NC056|NC006|1E6|
A03393|NC056|NC007|1E6|
A03394|NC056|NC008|1E6|
A03395|NC056|NC013|1E6|
A03396|NC056|NC015|1E6|
A03397|NC056|NC025|1E6|
A03398|NC056|NC026|1E6|
A03399|NC056|NC029|1E6|
A03400|NC056|NC031|1E6|
A03401|NC056|NC032|1E6|
A03402|NC056|NC034|1E6|
A03403|NC056|NC040|1E6|
A03404|NC056|NC041|1E6|
A03405|NC056|NC042|1E6|
A03406|NC056|NC043|1E6|
A03407|NC056|NC044|1E6|
A03408|NC056|NC045|1E6|
A03409|NC056|NC048|1E6|
A03410|NC056|NC049|1E6|
A03411|NC056|NC050|1E6|
A03412|NC056|NC051|1E6|
A03413|NC056|NC052|1E6|
A03414|NC056|NC054|1E6|
A03415|NC056|NC061|1E6|
A03416|NC056|NC063|1E6|
A03417|NC056|NC064|1E6|
A03418|NC056|NC065|1E6|
A03419|NC056|NC066|1E6|
A03420|NC056|NC068|1E6|
A03421|NC056|NC069|1E6|
A03422|NC056|NC070|1E6|
A03423|NC056|NC071|1E6|
A03424|NC056|NC074|1E6|
A03425|NC056|NC076|1E6|
A03426|NC056|NC080|1E6|
A03427|NC056|NC086|1E6|
A03428|NC056|NC089|1E6|
A03429|NC056|NC090|1E6|
A03430|NC056|NC092|1E6|
A03431|NC056|NC093|1E6|
A03432|NC056|NC095|1E6|
A03433|NC056|NC097|1E6|
A03434|NC056|NC101|1E6|
A03435|NC056|NC105|1E6|
A03436|NC056|NC106|1E6|
A03437|NC056|NC107|1E6|
A03438|NC056|NC109|1E6|
A03439|NC056|NC110|1E6|
A03440|NC056|NC111|1E6|
A03441|NC056|NC115|1E6|
A03442|NC056|NC116|1E6|
A03443|NC056|NC120|1E6|
A03444|NC056|NC121|1E6|
A03445|NC056|NC128|1E6|
A03446|NC056|NC130|1E6|
A03447|NC056|NC132|1E6|
A03448|NC056|NC133|1E6|
A03449|NC056|NC136|1E6|
A03450|NC056|NC143|1E6|
A03451|NC056|NC146|1E6|
A03452|NC056|NC150|1E6|
A03453|NC056|NC152|1E6|
A03454|NC056|NC154|1E6|
A03455|NC056|NC157|1E6|
A03456|NC056|NC158|1E6|
A03457|NC056|NC160|1E6|
A03458|NC056|NC161|1E6|
A03459|NC056|NC162|1E6|
A03460|NC056|NC166|1E6|
A03461|NC056|NC167|1E6|
A03462|NC056|NC168|1E6|
A03463|NC056|NC173|1E6|
A03464|NC056|NC174|1E6|
A03465|NC056|NC175|1E6|
A03466|NC056|NC179|1E6|
A03467|NC056|NC189|1E6|
A03468|NC056|NC190|1E6|
A03469|NC056|NC192|1E6|
A03470|NC056|NC193|1E6|
A03471|NC056|NC194|1E6|
A03472|NC056|NC195|1E6|
A03473|NC056|NC196|1E6|
A03474|NC056|NC197|1E6|
A03475|NC056|NC198|1E6|
A03476|NC056|NC199|1E6|
A03477|NC056|NC200|1E6|
A03478|NC056|NC201|1E6|
A03479|NC056|NC202|1E6|
A03480|NC056|NC203|1E6|
A03481|NC056|NC205|1E6|
A03482|NC056|NC206|1E6|
A03483|NC056|NC207|1E6|
A03484|NC056|NC213|1E6|
A03485|NC056|NC215|1E6|
A03486|NC056|NC216|1E6|
A03487|NC056|NC217|1E6|
A03488|NC056|NC219|1E6|
A03489|NC056|NC220|1E6|
A03490|NC056|NC222|1E6|
A03491|NC056|NC223|1E6|
A03492|NC056|NC224|1E6|
A03493|NC056|NC227|1E6|
A03494|NC056|NC228|1E6|
A03495|NC056|NC229|1E6|
A03496|NC056|NC230|1E6|
A03497|NC056|NC231|1E6|
A03498|NC056|NC233|1E6|
A03499|NC056|NC234|1E6|
A03500|NC056|NC236|1E6|
A03501|NC056|NC237|1E6|
A03502|NC056|NC238|1E6|
A03503|NC056|NC240|1E6|
A03504|NC056|NC241|1E6|
A03505|NC056|NC242|1E6|
A03506|NC056|NC243|1E6|
A03507|NC056|NC245|1E6|
A03508|NC057|NC002|1E6|
A03509|NC057|NC003|1E6|
A03510|NC057|NC004|1E6|
A03511|NC057|NC005|1E6|
A03512|NC057|NC006|1E6|
A03513|NC057|NC007|1E6|
A03514|NC057|NC008|1E6|
A03515|NC057|NC013|1E6|
A03516|NC057|NC015|1E6|
A03517|NC057|NC025|1E6|
A03518|NC057|NC026|1E6|
A03519|NC057|NC029|1E6|
A03520|NC057|NC031|1E6|
A03521|NC057|NC032|1E6|
A03522|NC057|NC034|1E6|
A03523|NC057|NC040|1E6|
A03524|NC057|NC041|1E6|
A03525|NC057|NC042|1E6|
A03526|NC057|NC043|1E6|
A03527|NC057|NC044|1E6|
A03528|NC057|NC045|1E6|
A03529|NC057|NC048|1E6|
A03530|NC057|NC049|1E6|
A03531|NC057|NC050|1E6|
A03532|NC057|NC051|1E6|
A03533|NC057|NC052|1E6|
A03534|NC057|NC054|1E6|
A03535|NC057|NC061|1E6|
A03536|NC057|NC063|1E6|
A03537|NC057|NC064|1E6|
A03538|NC057|NC065|1E6|
A03539|NC057|NC066|1E6|
A03540|NC057|NC068|1E6|
A03541|NC057|NC069|1E6|
A03542|NC057|NC070|1E6|
A03543|NC057|NC071|1E6|
A03544|NC057|NC074|1E6|
A03545|NC057|NC076|1E6|
A03546|NC057|NC080|1E6|
A03547|NC057|NC086|1E6|
A03548|NC057|NC089|1E6|
A03549|NC057|NC090|1E6|
A03550|NC057|NC092|1E6|
A03551|NC057|NC093|1E6|
A03552|NC057|NC095|1E6|
A03553|NC057|NC097|1E6|
A03554|NC057|NC101|1E6|
A03555|NC057|NC105|1E6|
A03556|NC057|NC106|1E6|
A03557|NC057|NC107|1E6|
A03558|NC057|NC109|1E6|
A03559|NC057|NC110|1E6|
A03560|NC057|NC111|1E6|
A03561|NC057|NC115|1E6|
A03562|NC057|NC116|1E6|
A03563|NC057|NC120|1E6|
A03564|NC057|NC121|1E6|
A03565|NC057|NC128|1E6|
A03566|NC057|NC130|1E6|
A03567|NC057|NC132|1E6|
A03568|NC057|NC133|1E6|
A03569|NC057|NC136|1E6|
A03570|NC057|NC143|1E6|
A03571|NC057|NC146|1E6|
A03572|NC057|NC150|1E6|
A03573|NC057|NC152|1E6|
A03574|NC057|NC154|1E6|
A03575|NC057|NC157|1E6|
A03576|NC057|NC158|1E6|
A03577|NC057|NC160|1E6|
A03578|NC057|NC161|1E6|
A03579|NC057|NC162|1E6|
A03580|NC057|NC166|1E6|
A03581|NC057|NC167|1E6|
A03582|NC057|NC168|1E6|
A03583|NC057|NC173|1E6|
A03584|NC057|NC174|1E6|
A03585|NC057|NC175|1E6|
A03586|NC057|NC179|1E6|
A03587|NC057|NC189|1E6|
A03588|NC057|NC190|1E6|
A03589|NC057|NC192|1E6|
A03590|NC057|NC193|1E6|
A03591|NC057|NC194|1E6|
A03592|NC057|NC195|1E6|
A03593|NC057|NC196|1E6|
A03594|NC057|NC197|1E6|
A03595|NC057|NC198|1E6|
A03596|NC057|NC199|1E6|
A03597|NC057|NC200|1E6|
A03598|NC057|NC201|1E6|
A03599|NC057|NC202|1E6|
A03600|NC057|NC203|1E6|
A03601|NC057|NC205|1E6|
A03602|NC057|NC206|1E6|
A03603|NC057|NC207|1E6|
A03604|NC057|NC213|1E6|
A03605|NC057|NC215|1E6|
A03606|NC057|NC216|1E6|
A03607|NC057|NC217|1E6|
A03608|NC057|NC219|1E6|
A03609|NC057|NC220|1E6|
A03610|NC057|NC222|1E6|
A03611|NC057|NC223|1E6|
A03612|NC057|NC224|1E6|
A03613|NC057|NC227|1E6|
A03614|NC057|NC228|1E6|
A03615|NC057|NC229|1E6|
A03616|NC057|NC230|1E6|
A03617|NC057|NC231|1E6|
A03618|NC057|NC233|1E6|
A03619|NC057|NC234|1E6|
A03620|NC057|NC236|1E6|
A03621|NC057|NC237|1E6|
A03622|NC057|NC238|1E6|
A03623|NC057|NC240|1E6|
A03624|NC057|NC241|1E6|
A03625|NC057|NC242|1E6|
A03626|NC057|NC243|1E6|
A03627|NC057|NC245|1E6|
A03628|NC058|NC002|1E6|
A03629|NC058|NC003|1E6|
A03630|NC058|NC004|1E6|
A03631|NC058|NC005|1E6|
A03632|NC058|NC006|1E6|
A03633|NC058|NC007|1E6|
A03634|NC058|NC008|1E6|
A03635|NC058|NC013|1E6|
A03636|NC058|NC015|1E6|
A03637|NC058|NC025|1E6|
A03638|NC058|NC026|1E6|
A03639|NC058|NC029|1E6|
A03640|NC058|NC031|1E6|
A03641|NC058|NC032|1E6|
A03642|NC058|NC034|1E6|
A03643|NC058|NC040|1E6|
A03644|NC058|NC041|1E6|
A03645|NC058|NC042|1E6|
A03646|NC058|NC043|1E6|
A03647|NC058|NC044|1E6|
A03648|NC058|NC045|1E6|
A03649|NC058|NC048|1E6|
A03650|NC058|NC049|1E6|
A03651|NC058|NC050|1E6|
A03652|NC058|NC051|1E6|
A03653|NC058|NC052|1E6|
A03654|NC058|NC054|1E6|
A03655|NC058|NC061|1E6|
A03656|NC058|NC063|1E6|
A03657|NC058|NC064|1E6|
A03658|NC058|NC065|1E6|
A03659|NC058|NC066|1E6|
A03660|NC058|NC068|1E6|
A03661|NC058|NC069|1E6|
A03662|NC058|NC070|1E6|
A03663|NC058|NC071|1E6|
A03664|NC058|NC074|1E6|
A03665|NC058|NC076|1E6|
A03666|NC058|NC080|1E6|
A03667|NC058|NC086|1E6|
A03668|NC058|NC089|1E6|
A03669|NC058|NC090|1E6|
A03670|NC058|NC092|1E6|
A03671|NC058|NC093|1E6|
A03672|NC058|NC095|1E6|
A03673|NC058|NC097|1E6|
A03674|NC058|NC101|1E6|
A03675|NC058|NC105|1E6|
A03676|NC058|NC106|1E6|
A03677|NC058|NC107|1E6|
A03678|NC058|NC109|1E6|
A03679|NC058|NC110|1E6|
A03680|NC058|NC111|1E6|
A03681|NC058|NC115|1E6|
A03682|NC058|NC116|1E6|
A03683|NC058|NC120|1E6|
A03684|NC058|NC121|1E6|
A03685|NC058|NC128|1E6|
A03686|NC058|NC130|1E6|
A03687|NC058|NC132|1E6|
A03688|NC058|NC133|1E6|
A03689|NC058|NC136|1E6|
A03690|NC058|NC143|1E6|
A03691|NC058|NC146|1E6|
