#demand,node,prod,bid,cap(tonne/year),,
d2891,n760,p3,0,4.54E+26,,
d2892,n761,p3,0,4.54E+26,,
d2893,n762,p3,0,4.54E+26,,
d2894,n763,p3,0,4.54E+26,,
d2895,n764,p3,0,4.54E+26,,
d2896,n765,p3,0,4.54E+26,,
d2897,n766,p3,0,4.54E+26,,
d2898,n767,p3,0,4.54E+26,,
d2899,n768,p3,0,4.54E+26,,
d2900,n769,p3,0,4.54E+26,,
d2901,n770,p3,0,4.54E+26,,
d2902,n771,p3,0,4.54E+26,,
d2903,n772,p3,0,4.54E+26,,
d2904,n773,p3,0,4.54E+26,,
d2905,n774,p3,0,4.54E+26,,
d2906,n775,p3,0,4.54E+26,,
d2907,n776,p3,0,4.54E+26,,
d2908,n777,p3,0,4.54E+26,,
d2909,n778,p3,0,4.54E+26,,
d2910,n779,p3,0,4.54E+26,,
d2911,n780,p3,0,4.54E+26,,
d2912,n781,p3,0,4.54E+26,,
d2913,n782,p3,0,4.54E+26,,
d2914,n783,p3,0,4.54E+26,,
d2915,n784,p3,0,4.54E+26,,
d2916,n785,p3,0,4.54E+26,,
d2917,n786,p3,0,4.54E+26,,
d2918,n787,p3,0,4.54E+26,,
d2919,n788,p3,0,4.54E+26,,
d2920,n789,p3,0,4.54E+26,,
d2921,n790,p3,0,4.54E+26,,
d2922,n791,p3,0,4.54E+26,,
d2923,n792,p3,0,4.54E+26,,
d2924,n793,p3,0,4.54E+26,,
d2925,n794,p3,0,4.54E+26,,
d2926,n795,p3,0,4.54E+26,,
d2927,n796,p3,0,4.54E+26,,
d2928,n797,p3,0,4.54E+26,,
d2929,n798,p3,0,4.54E+26,,
d2930,n799,p3,0,4.54E+26,,
d2931,n800,p3,0,4.54E+26,,
d2932,n801,p3,0,4.54E+26,,
d2933,n802,p3,0,4.54E+26,,
d2934,n803,p3,0,4.54E+26,,
d2935,n804,p3,0,4.54E+26,,
d2936,n805,p3,0,4.54E+26,,
d2937,n806,p3,0,4.54E+26,,
d2938,n807,p3,0,4.54E+26,,
d2939,n808,p3,0,4.54E+26,,
d2940,n809,p3,0,4.54E+26,,
d2941,n810,p3,0,4.54E+26,,
d2942,n811,p3,0,4.54E+26,,
d2943,n812,p3,0,4.54E+26,,
d2944,n813,p3,0,4.54E+26,,
d2945,n814,p3,0,4.54E+26,,
d2946,n815,p3,0,4.54E+26,,
d2947,n816,p3,0,4.54E+26,,
d2948,n817,p3,0,4.54E+26,,
d2949,n818,p3,0,4.54E+26,,
d2950,n819,p3,0,4.54E+26,,
d2951,n820,p3,0,4.54E+26,,
d2952,n821,p3,0,4.54E+26,,
d2953,n822,p3,0,4.54E+26,,
d2954,n823,p3,0,4.54E+26,,
d2955,n824,p3,0,4.54E+26,,
d2956,n825,p3,0,4.54E+26,,
d2957,n826,p3,0,4.54E+26,,
d2958,n827,p3,0,4.54E+26,,
d2959,n828,p3,0,4.54E+26,,
d2960,n829,p3,0,4.54E+26,,
d2961,n830,p3,0,4.54E+26,,
d2962,n831,p3,0,4.54E+26,,
d2963,n832,p3,0,4.54E+26,,
d2964,n833,p3,0,4.54E+26,,
d2965,n834,p3,0,4.54E+26,,
d2966,n835,p3,0,4.54E+26,,
d2967,n836,p3,0,4.54E+26,,
d2968,n837,p3,0,4.54E+26,,
d2969,n838,p3,0,4.54E+26,,
d2970,n839,p3,0,4.54E+26,,
d2971,n840,p3,0,4.54E+26,,
d2972,n841,p3,0,4.54E+26,,
d2973,n842,p3,0,4.54E+26,,
d2974,n843,p3,0,4.54E+26,,
d2975,n844,p3,0,4.54E+26,,
d2976,n845,p3,0,4.54E+26,,
d2977,n846,p3,0,4.54E+26,,
d2978,n847,p3,0,4.54E+26,,
d2979,n848,p3,0,4.54E+26,,
d2980,n849,p3,0,4.54E+26,,
d2981,n850,p3,0,4.54E+26,,
d2982,n851,p3,0,4.54E+26,,
d2983,n852,p3,0,4.54E+26,,
d2984,n853,p3,0,4.54E+26,,
d2985,n854,p3,0,4.54E+26,,
d2986,n855,p3,0,4.54E+26,,
d2987,n856,p3,0,4.54E+26,,
d2988,n857,p3,0,4.54E+26,,
d2989,n858,p3,0,4.54E+26,,
d2990,n859,p3,0,4.54E+26,,
d2991,n860,p3,0,4.54E+26,,
d2992,n861,p3,0,4.54E+26,,
d2993,n862,p3,0,4.54E+26,,
d2994,n863,p3,0,4.54E+26,,
d2995,n864,p3,0,4.54E+26,,
d2996,n865,p3,0,4.54E+26,,
d2997,n866,p3,0,4.54E+26,,
d2998,n867,p3,0,4.54E+26,,
d2999,n868,p3,0,4.54E+26,,
d3000,n869,p3,0,4.54E+26,,
d3001,n870,p3,0,4.54E+26,,
d3002,n871,p3,0,4.54E+26,,
d3003,n872,p3,0,4.54E+26,,
d3004,n873,p3,0,4.54E+26,,
d3005,n874,p3,0,4.54E+26,,
d3006,n875,p3,0,4.54E+26,,
d3007,n876,p3,0,4.54E+26,,
d3008,n877,p3,0,4.54E+26,,
d3009,n878,p3,0,4.54E+26,,
d3010,n879,p3,0,4.54E+26,,
d3011,n880,p3,0,4.54E+26,,
d3012,n881,p3,0,4.54E+26,,
d3013,n882,p3,0,4.54E+26,,
d3014,n883,p3,0,4.54E+26,,
d3015,n884,p3,0,4.54E+26,,
d3016,n885,p3,0,4.54E+26,,
d3017,n886,p3,0,4.54E+26,,
d3018,n887,p3,0,4.54E+26,,
d3019,n888,p3,0,4.54E+26,,
d3020,n889,p3,0,4.54E+26,,
d3021,n890,p3,0,4.54E+26,,
d3022,n891,p3,0,4.54E+26,,
d3023,n892,p3,0,4.54E+26,,
d3024,n893,p3,0,4.54E+26,,
d3025,n894,p3,0,4.54E+26,,
d3026,n895,p3,0,4.54E+26,,
d3027,n896,p3,0,4.54E+26,,
d3028,n897,p3,0,4.54E+26,,
d3029,n898,p3,0,4.54E+26,,
d3030,n899,p3,0,4.54E+26,,
d3031,n900,p3,0,4.54E+26,,
d3032,n901,p3,0,4.54E+26,,
d3033,n902,p3,0,4.54E+26,,
d3034,n903,p3,0,4.54E+26,,
d3035,n904,p3,0,4.54E+26,,
d3036,n905,p3,0,4.54E+26,,
d3037,n906,p3,0,4.54E+26,,
d3038,n907,p3,0,4.54E+26,,
d3039,n908,p3,0,4.54E+26,,
d3040,n909,p3,0,4.54E+26,,
d3041,n910,p3,0,4.54E+26,,
d3042,n911,p3,0,4.54E+26,,
d3043,n912,p3,0,4.54E+26,,
d3044,n913,p3,0,4.54E+26,,
d3045,n914,p3,0,4.54E+26,,
d3046,n915,p3,0,4.54E+26,,
d3047,n916,p3,0,4.54E+26,,
d3048,n917,p3,0,4.54E+26,,
d3049,n918,p3,0,4.54E+26,,
d3050,n919,p3,0,4.54E+26,,
d3051,n920,p3,0,4.54E+26,,
d3052,n921,p3,0,4.54E+26,,
d3053,n922,p3,0,4.54E+26,,
d3054,n923,p3,0,4.54E+26,,
d3055,n924,p3,0,4.54E+26,,
d3056,n925,p3,0,4.54E+26,,
d3057,n926,p3,0,4.54E+26,,
d3058,n927,p3,0,4.54E+26,,
d3059,n928,p3,0,4.54E+26,,
d3060,n929,p3,0,4.54E+26,,
d3061,n930,p3,0,4.54E+26,,
d3062,n931,p3,0,4.54E+26,,
d3063,n932,p3,0,4.54E+26,,
d3064,n933,p3,0,4.54E+26,,
d3065,n934,p3,0,4.54E+26,,
d3066,n935,p3,0,4.54E+26,,
d3067,n936,p3,0,4.54E+26,,
d3068,n937,p3,0,4.54E+26,,
d3069,n938,p3,0,4.54E+26,,
d3070,n939,p3,0,4.54E+26,,
d3071,n940,p3,0,4.54E+26,,
d3072,n941,p3,0,4.54E+26,,
d3073,n942,p3,0,4.54E+26,,
d3074,n943,p3,0,4.54E+26,,
d3075,n944,p3,0,4.54E+26,,
d3076,n945,p3,0,4.54E+26,,
d3077,n946,p3,0,4.54E+26,,
d3078,n947,p3,0,4.54E+26,,
d3079,n948,p3,0,4.54E+26,,
d3080,n949,p3,0,4.54E+26,,
d3081,n950,p3,0,4.54E+26,,
d3082,n951,p3,0,4.54E+26,,
d3083,n952,p3,0,4.54E+26,,
d3084,n953,p3,0,4.54E+26,,
d3085,n954,p3,0,4.54E+26,,
d3086,n955,p3,0,4.54E+26,,
d3087,n956,p3,0,4.54E+26,,
d3088,n957,p3,0,4.54E+26,,
d3089,n958,p3,0,4.54E+26,,
d3090,n959,p3,0,4.54E+26,,
d3091,n960,p3,0,4.54E+26,,
d3092,n961,p3,0,4.54E+26,,
d3093,n962,p3,0,4.54E+26,,
d3094,n963,p3,0,4.54E+26,,
d3095,n964,p3,0,4.54E+26,,
d3096,n965,p3,0,4.54E+26,,
d3097,n966,p3,0,4.54E+26,,
d3098,n967,p3,0,4.54E+26,,
d3099,n968,p3,0,4.54E+26,,
d3100,n969,p3,0,4.54E+26,,
d3101,n970,p3,0,4.54E+26,,
d3102,n971,p3,0,4.54E+26,,
d3103,n972,p3,0,4.54E+26,,
d3104,n973,p3,0,4.54E+26,,
d3105,n974,p3,0,4.54E+26,,
d3106,n975,p3,0,4.54E+26,,
d3107,n976,p3,0,4.54E+26,,
d3108,n977,p3,0,4.54E+26,,
d3109,n978,p3,0,4.54E+26,,
d3110,n979,p3,0,4.54E+26,,
d3111,n980,p3,0,4.54E+26,,
d3112,n981,p3,0,4.54E+26,,
d3113,n982,p3,0,4.54E+26,,
d3114,n983,p3,0,4.54E+26,,
d3115,n984,p3,0,4.54E+26,,
d3116,n985,p3,0,4.54E+26,,
d3117,n986,p3,0,4.54E+26,,
d3118,n987,p3,0,4.54E+26,,
d3119,n988,p3,0,4.54E+26,,
d3120,n989,p3,0,4.54E+26,,
d3121,n990,p3,0,4.54E+26,,
d3122,n991,p3,0,4.54E+26,,
d3123,n992,p3,0,4.54E+26,,
d3124,n993,p3,0,4.54E+26,,
d3125,n994,p3,0,4.54E+26,,
d3126,n995,p3,0,4.54E+26,,
d3127,n996,p3,0,4.54E+26,,
d3128,n997,p3,0,4.54E+26,,
d3129,n998,p3,0,4.54E+26,,
d3130,n999,p3,0,4.54E+26,,
d3131,n1000,p3,0,4.54E+26,,
d3132,n1001,p3,0,4.54E+26,,
d3133,n1002,p3,0,4.54E+26,,
d3134,n1003,p3,0,4.54E+26,,
d3135,n1004,p3,0,4.54E+26,,
d3136,n1005,p3,0,4.54E+26,,
d3137,n1006,p3,0,4.54E+26,,
d3138,n1007,p3,0,4.54E+26,,
d3139,n1008,p3,0,4.54E+26,,
d3140,n1009,p3,0,4.54E+26,,
d3141,n1010,p3,0,4.54E+26,,
d3142,n1011,p3,0,4.54E+26,,
d3143,n1012,p3,0,4.54E+26,,
d3144,n1013,p3,0,4.54E+26,,
d3145,n1014,p3,0,4.54E+26,,
d3146,n1015,p3,0,4.54E+26,,
d3147,n1016,p3,0,4.54E+26,,
d3148,n1017,p3,0,4.54E+26,,
d3149,n1018,p3,0,4.54E+26,,
d3150,n1019,p3,0,4.54E+26,,
d3151,n1020,p3,0,4.54E+26,,
d3152,n1021,p3,0,4.54E+26,,
d3153,n1022,p3,0,4.54E+26,,
d3154,n1023,p3,0,4.54E+26,,
d3155,n1024,p3,0,4.54E+26,,
d3156,n1025,p3,0,4.54E+26,,
d3157,n1026,p3,0,4.54E+26,,
d3158,n1027,p3,0,4.54E+26,,
d3159,n1028,p3,0,4.54E+26,,
d3160,n1029,p3,0,4.54E+26,,
d3161,n1030,p3,0,4.54E+26,,
d3162,n1031,p3,0,4.54E+26,,
d3163,n1032,p3,0,4.54E+26,,
d3164,n1033,p3,0,4.54E+26,,
d3165,n1034,p3,0,4.54E+26,,
d3166,n1035,p3,0,4.54E+26,,
d3167,n1036,p3,0,4.54E+26,,
d3168,n1037,p3,0,4.54E+26,,
d3169,n1038,p3,0,4.54E+26,,
d3170,n1039,p3,0,4.54E+26,,
d3171,n1040,p3,0,4.54E+26,,
d3172,n1041,p3,0,4.54E+26,,
d3173,n1042,p3,0,4.54E+26,,
d3174,n1043,p3,0,4.54E+26,,
d3175,n1044,p3,0,4.54E+26,,
d3176,n1045,p3,0,4.54E+26,,
d3177,n1046,p3,0,4.54E+26,,
d3178,n1047,p3,0,4.54E+26,,
d3179,n1048,p3,0,4.54E+26,,
d3180,n1049,p3,0,4.54E+26,,
d3181,n1050,p3,0,4.54E+26,,
d3182,n1051,p3,0,4.54E+26,,
d3183,n1052,p3,0,4.54E+26,,
d3184,n1053,p3,0,4.54E+26,,
d3185,n1054,p3,0,4.54E+26,,
d3186,n1055,p3,0,4.54E+26,,
d3187,n1056,p3,0,4.54E+26,,
d3188,n1057,p3,0,4.54E+26,,
d3189,n1058,p3,0,4.54E+26,,
d3190,n1059,p3,0,4.54E+26,,
d3191,n1060,p3,0,4.54E+26,,
d3192,n1061,p3,0,4.54E+26,,
d3193,n1062,p3,0,4.54E+26,,
d3194,n1063,p3,0,4.54E+26,,
d3195,n1064,p3,0,4.54E+26,,
d3196,n1065,p3,0,4.54E+26,,
d3197,n1066,p3,0,4.54E+26,,
d3198,n1067,p3,0,4.54E+26,,
d3199,n1068,p3,0,4.54E+26,,
d3200,n1069,p3,0,4.54E+26,,
d3201,n1070,p3,0,4.54E+26,,
d3202,n1071,p3,0,4.54E+26,,
d3203,n1072,p3,0,4.54E+26,,
d3204,n1073,p3,0,4.54E+26,,
d3205,n1074,p3,0,4.54E+26,,
d3206,n1075,p3,0,4.54E+26,,
d3207,n1076,p3,0,4.54E+26,,
d3208,n1077,p3,0,4.54E+26,,
d3209,n1078,p3,0,4.54E+26,,
d3210,n1079,p3,0,4.54E+26,,
d3211,n1080,p3,0,4.54E+26,,
d3212,n1081,p3,0,4.54E+26,,
d3213,n1082,p3,0,4.54E+26,,
d3214,n1083,p3,0,4.54E+26,,
d3215,n1084,p3,0,4.54E+26,,
d3216,n1085,p3,0,4.54E+26,,
d3217,n1086,p3,0,4.54E+26,,
d3218,n1087,p3,0,4.54E+26,,
d3219,n1088,p3,0,4.54E+26,,
d3220,n1089,p3,0,4.54E+26,,
d3221,n1090,p3,0,4.54E+26,,
d3222,n1091,p3,0,4.54E+26,,
d3223,n1092,p3,0,4.54E+26,,
d3224,n1093,p3,0,4.54E+26,,
d3225,n1094,p3,0,4.54E+26,,
d3226,n1095,p3,0,4.54E+26,,
d3227,n1096,p3,0,4.54E+26,,
d3228,n1097,p3,0,4.54E+26,,
d3229,n1098,p3,0,4.54E+26,,
d3230,n1099,p3,0,4.54E+26,,
d3231,n1100,p3,0,4.54E+26,,
d3232,n1101,p3,0,4.54E+26,,
d3233,n1102,p3,0,4.54E+26,,
d3234,n1103,p3,0,4.54E+26,,
d3235,n1104,p3,0,4.54E+26,,
d3236,n1105,p3,0,4.54E+26,,
d3237,n1106,p3,0,4.54E+26,,
d3238,n1107,p3,0,4.54E+26,,
d3239,n1108,p3,0,4.54E+26,,
d3240,n1109,p3,0,4.54E+26,,
d3241,n1110,p3,0,4.54E+26,,
d3242,n1111,p3,0,4.54E+26,,
d3243,n1112,p3,0,4.54E+26,,
d3244,n1113,p3,0,4.54E+26,,
d3245,n1114,p3,0,4.54E+26,,
d3246,n1115,p3,0,4.54E+26,,
d3247,n1116,p3,0,4.54E+26,,
d3248,n1117,p3,0,4.54E+26,,
d3249,n1118,p3,0,4.54E+26,,
d3250,n1119,p3,0,4.54E+26,,
d3251,n1120,p3,0,4.54E+26,,
d3252,n1121,p3,0,4.54E+26,,
d3253,n1122,p3,0,4.54E+26,,
d3254,n1123,p3,0,4.54E+26,,
d3255,n1124,p3,0,4.54E+26,,
d3256,n1125,p3,0,4.54E+26,,
d3257,n1126,p3,0,4.54E+26,,
d3258,n1127,p3,0,4.54E+26,,
d3259,n1128,p3,0,4.54E+26,,
d3260,n1129,p3,0,4.54E+26,,
d3261,n1130,p3,0,4.54E+26,,
d3262,n1131,p3,0,4.54E+26,,
d3263,n1132,p3,0,4.54E+26,,
d3264,n1133,p3,0,4.54E+26,,
d3265,n1134,p3,0,4.54E+26,,
d3266,n1135,p3,0,4.54E+26,,
d3267,n1136,p3,0,4.54E+26,,
d3268,n1137,p3,0,4.54E+26,,
d3269,n1138,p3,0,4.54E+26,,
d3270,n1139,p3,0,4.54E+26,,
d3271,n1140,p3,0,4.54E+26,,
d3272,n1141,p3,0,4.54E+26,,
d3273,n1142,p3,0,4.54E+26,,
d3274,n1143,p3,0,4.54E+26,,
d3275,n1144,p3,0,4.54E+26,,
d3276,n1145,p3,0,4.54E+26,,
d3277,n1146,p3,0,4.54E+26,,
d3278,n1147,p3,0,4.54E+26,,
d3279,n1148,p3,0,4.54E+26,,
d3280,n1149,p3,0,4.54E+26,,
d3281,n1150,p3,0,4.54E+26,,
d3282,n1151,p3,0,4.54E+26,,
d3283,n1152,p3,0,4.54E+26,,
d3284,n1153,p3,0,4.54E+26,,
d3285,n1154,p3,0,4.54E+26,,
d3286,n1155,p3,0,4.54E+26,,
d3287,n1156,p3,0,4.54E+26,,
d3288,n1157,p3,0,4.54E+26,,
d3289,n1158,p3,0,4.54E+26,,
d3290,n1159,p3,0,4.54E+26,,
d3291,n1160,p3,0,4.54E+26,,
d3292,n1161,p3,0,4.54E+26,,
d3293,n1162,p3,0,4.54E+26,,
d3294,n1163,p3,0,4.54E+26,,
d3295,n1164,p3,0,4.54E+26,,
d3296,n1165,p3,0,4.54E+26,,
d3297,n1166,p3,0,4.54E+26,,
d3298,n1167,p3,0,4.54E+26,,
d3299,n1168,p3,0,4.54E+26,,
d3300,n1169,p3,0,4.54E+26,,
d3301,n1170,p3,0,4.54E+26,,
d3302,n1171,p3,0,4.54E+26,,
d3303,n1172,p3,0,4.54E+26,,
d3304,n1173,p3,0,4.54E+26,,
d3305,n1174,p3,0,4.54E+26,,
d3306,n1175,p3,0,4.54E+26,,
d3307,n1176,p3,0,4.54E+26,,
d3308,n1177,p3,0,4.54E+26,,
d3309,n1178,p3,0,4.54E+26,,
d3310,n1179,p3,0,4.54E+26,,
d3311,n1180,p3,0,4.54E+26,,
d3312,n1181,p3,0,4.54E+26,,
d3313,n1182,p3,0,4.54E+26,,
d3314,n1183,p3,0,4.54E+26,,
d3315,n1184,p3,0,4.54E+26,,
d3316,n1185,p3,0,4.54E+26,,
d3317,n1186,p3,0,4.54E+26,,
d3318,n1187,p3,0,4.54E+26,,
d3319,n1188,p3,0,4.54E+26,,
d3320,n1189,p3,0,4.54E+26,,
d3321,n1190,p3,0,4.54E+26,,
d3322,n1191,p3,0,4.54E+26,,
d3323,n1192,p3,0,4.54E+26,,
d3324,n1193,p3,0,4.54E+26,,
d3325,n1194,p3,0,4.54E+26,,
d3326,n1195,p3,0,4.54E+26,,
d3327,n1196,p3,0,4.54E+26,,
d3328,n1197,p3,0,4.54E+26,,
d3329,n1198,p3,0,4.54E+26,,
d3330,n1199,p3,0,4.54E+26,,
d3331,n1200,p3,0,4.54E+26,,
d3332,n1201,p3,0,4.54E+26,,
d3333,n1202,p3,0,4.54E+26,,
d3334,n1203,p3,0,4.54E+26,,
d3335,n1204,p3,0,4.54E+26,,
d3336,n1205,p3,0,4.54E+26,,
d3337,n1206,p3,0,4.54E+26,,
d3338,n1207,p3,0,4.54E+26,,
d3339,n1208,p3,0,4.54E+26,,
d3340,n1209,p3,0,4.54E+26,,
d3341,n1210,p3,0,4.54E+26,,
d3342,n1211,p3,0,4.54E+26,,
d3343,n1212,p3,0,4.54E+26,,
d3344,n1213,p3,0,4.54E+26,,
d3345,n1214,p3,0,4.54E+26,,
d3346,n1215,p3,0,4.54E+26,,
d3347,n1216,p3,0,4.54E+26,,
d3348,n1217,p3,0,4.54E+26,,
d3349,n1218,p3,0,4.54E+26,,
d3350,n1219,p3,0,4.54E+26,,
d3351,n1220,p3,0,4.54E+26,,
d3352,n1221,p3,0,4.54E+26,,
d3353,n1222,p3,0,4.54E+26,,
d3354,n1223,p3,0,4.54E+26,,
d3355,n1224,p3,0,4.54E+26,,
d3356,n1225,p3,0,4.54E+26,,
d3357,n1226,p3,0,4.54E+26,,
d3358,n1227,p3,0,4.54E+26,,
d3359,n1228,p3,0,4.54E+26,,
d3360,n1229,p3,0,4.54E+26,,
d3361,n1230,p3,0,4.54E+26,,
d3362,n1231,p3,0,4.54E+26,,
d3363,n1232,p3,0,4.54E+26,,
d3364,n1233,p3,0,4.54E+26,,
d3365,n1234,p3,0,4.54E+26,,
d3366,n1235,p3,0,4.54E+26,,
d3367,n1236,p3,0,4.54E+26,,
d3368,n1237,p3,0,4.54E+26,,
d3369,n1238,p3,0,4.54E+26,,
d3370,n1239,p3,0,4.54E+26,,
d3371,n1240,p3,0,4.54E+26,,
d3372,n1241,p3,0,4.54E+26,,
d3373,n1242,p3,0,4.54E+26,,
d3374,n1243,p3,0,4.54E+26,,
d3375,n1244,p3,0,4.54E+26,,
d3376,n1245,p3,0,4.54E+26,,
d3377,n1246,p3,0,4.54E+26,,
d3378,n1247,p3,0,4.54E+26,,
d3379,n1248,p3,0,4.54E+26,,
d3380,n1249,p3,0,4.54E+26,,
d3381,n1250,p3,0,4.54E+26,,
d3382,n1251,p3,0,4.54E+26,,
d3383,n1252,p3,0,4.54E+26,,
d3384,n1253,p3,0,4.54E+26,,
d3385,n1254,p3,0,4.54E+26,,
d3386,n1255,p3,0,4.54E+26,,
d3387,n1256,p3,0,4.54E+26,,
d3388,n1257,p3,0,4.54E+26,,
d3389,n1258,p3,0,4.54E+26,,
d3390,n1259,p3,0,4.54E+26,,
d3391,n1260,p3,0,4.54E+26,,
d3392,n1261,p3,0,4.54E+26,,
d3393,n1262,p3,0,4.54E+26,,
d3394,n1263,p3,0,4.54E+26,,
d3395,n1264,p3,0,4.54E+26,,
d3396,n1265,p3,0,4.54E+26,,
d3397,n1266,p3,0,4.54E+26,,
d3398,n1267,p3,0,4.54E+26,,
d3399,n1268,p3,0,4.54E+26,,
d3400,n1269,p3,0,4.54E+26,,
d3401,n1270,p3,0,4.54E+26,,
d3402,n1271,p3,0,4.54E+26,,
d3403,n1272,p3,0,4.54E+26,,
d3404,n1273,p3,0,4.54E+26,,
d3405,n1274,p3,0,4.54E+26,,
d3406,n1275,p3,0,4.54E+26,,
d3407,n1276,p3,0,4.54E+26,,
d3408,n1277,p3,0,4.54E+26,,
d3409,n1278,p3,0,4.54E+26,,
d3410,n1279,p3,0,4.54E+26,,
d3411,n1280,p3,0,4.54E+26,,
d3412,n1281,p3,0,4.54E+26,,
d3413,n1282,p3,0,4.54E+26,,
d3414,n1283,p3,0,4.54E+26,,
d3415,n1284,p3,0,4.54E+26,,
d3416,n1285,p3,0,4.54E+26,,
d3417,n1286,p3,0,4.54E+26,,
d3418,n1287,p3,0,4.54E+26,,
d3419,n1288,p3,0,4.54E+26,,
d3420,n1289,p3,0,4.54E+26,,
d3421,n1290,p3,0,4.54E+26,,
d3422,n1291,p3,0,4.54E+26,,
d3423,n1292,p3,0,4.54E+26,,
d3424,n1293,p3,0,4.54E+26,,
d3425,n1294,p3,0,4.54E+26,,
d3426,n1295,p3,0,4.54E+26,,
d3427,n1296,p3,0,4.54E+26,,
d3428,n1297,p3,0,4.54E+26,,
d3429,n1298,p3,0,4.54E+26,,
d3430,n1299,p3,0,4.54E+26,,
d3431,n1300,p3,0,4.54E+26,,
d3432,n1301,p3,0,4.54E+26,,
d3433,n1302,p3,0,4.54E+26,,
d3434,n1303,p3,0,4.54E+26,,
d3435,n1304,p3,0,4.54E+26,,
d3436,n1305,p3,0,4.54E+26,,
d3437,n1306,p3,0,4.54E+26,,
d3438,n1307,p3,0,4.54E+26,,
d3439,n1308,p3,0,4.54E+26,,
d3440,n1309,p3,0,4.54E+26,,
d3441,n1310,p3,0,4.54E+26,,
d3442,n1311,p3,0,4.54E+26,,
d3443,n1312,p3,0,4.54E+26,,
d3444,n1313,p3,0,4.54E+26,,
d3445,n1314,p3,0,4.54E+26,,
d3446,n1315,p3,0,4.54E+26,,
d3447,n1316,p3,0,4.54E+26,,
d3448,n1317,p3,0,4.54E+26,,
d3449,n1318,p3,0,4.54E+26,,
d3450,n1319,p3,0,4.54E+26,,
d3451,n1320,p3,0,4.54E+26,,
d3452,n1321,p3,0,4.54E+26,,
d3453,n1322,p3,0,4.54E+26,,
d3454,n1323,p3,0,4.54E+26,,
d3455,n1324,p3,0,4.54E+26,,
d3456,n1325,p3,0,4.54E+26,,
d3457,n1326,p3,0,4.54E+26,,
d3458,n1327,p3,0,4.54E+26,,
d3459,n1328,p3,0,4.54E+26,,
d3460,n1329,p3,0,4.54E+26,,
d3461,n1330,p3,0,4.54E+26,,
d3462,n1331,p3,0,4.54E+26,,
d3463,n1332,p3,0,4.54E+26,,
d3464,n1333,p3,0,4.54E+26,,
d3465,n1334,p3,0,4.54E+26,,
d3466,n1335,p3,0,4.54E+26,,
d3467,n1336,p3,0,4.54E+26,,
d3468,n1337,p3,0,4.54E+26,,
d3469,n1338,p3,0,4.54E+26,,
d3470,n1339,p3,0,4.54E+26,,
d3471,n1340,p3,0,4.54E+26,,
d3472,n1341,p3,0,4.54E+26,,
d3473,n1342,p3,0,4.54E+26,,
d3474,n1343,p3,0,4.54E+26,,
d3475,n1344,p3,0,4.54E+26,,
d3476,n1345,p3,0,4.54E+26,,
d3477,n1346,p3,0,4.54E+26,,
d3478,n1347,p3,0,4.54E+26,,
d3479,n1348,p3,0,4.54E+26,,
d3480,n1349,p3,0,4.54E+26,,
d3481,n1350,p3,0,4.54E+26,,
d3482,n1351,p3,0,4.54E+26,,
d3483,n1352,p3,0,4.54E+26,,
d3484,n1353,p3,0,4.54E+26,,
d3485,n1354,p3,0,4.54E+26,,
d3486,n1355,p3,0,4.54E+26,,
d3487,n1356,p3,0,4.54E+26,,
d3488,n1357,p3,0,4.54E+26,,
d3489,n1358,p3,0,4.54E+26,,
d3490,n1359,p3,0,4.54E+26,,
d3491,n1360,p3,0,4.54E+26,,
d3492,n1361,p3,0,4.54E+26,,
d3493,n1362,p3,0,4.54E+26,,
d3494,n1363,p3,0,4.54E+26,,
d3495,n1364,p3,0,4.54E+26,,
d3496,n1365,p3,0,4.54E+26,,
d3497,n1366,p3,0,4.54E+26,,
d3498,n1367,p3,0,4.54E+26,,
d3499,n1368,p3,0,4.54E+26,,
d3500,n1369,p3,0,4.54E+26,,
d3501,n1370,p3,0,4.54E+26,,
d3502,n204,p5,0,4.54E+26,,
d3503,n205,p5,0,4.54E+26,,
d3504,n206,p5,0,4.54E+26,,
d3505,n207,p5,0,4.54E+26,,
d3506,n208,p5,0,4.54E+26,,
d3507,n209,p5,0,4.54E+26,,
d3508,n210,p5,0,4.54E+26,,
d3509,n211,p5,0,4.54E+26,,
d3510,n212,p5,0,4.54E+26,,
d3511,n213,p5,0,4.54E+26,,
d3512,n214,p5,0,4.54E+26,,
d3513,n215,p5,0,4.54E+26,,
d3514,n216,p5,0,4.54E+26,,
d3515,n217,p5,0,4.54E+26,,
d3516,n218,p5,0,4.54E+26,,
d3517,n219,p5,0,4.54E+26,,
d3518,n220,p5,0,4.54E+26,,
d3519,n221,p5,0,4.54E+26,,
d3520,n222,p5,0,4.54E+26,,
d3521,n223,p5,0,4.54E+26,,
d3522,n224,p5,0,4.54E+26,,
d3523,n225,p5,0,4.54E+26,,
d3524,n226,p5,0,4.54E+26,,
d3525,n227,p5,0,4.54E+26,,
d3526,n228,p5,0,4.54E+26,,
d3527,n229,p5,0,4.54E+26,,
d3528,n230,p5,0,4.54E+26,,
d3529,n231,p5,0,4.54E+26,,
d3530,n232,p5,0,4.54E+26,,
d3531,n233,p5,0,4.54E+26,,
d3532,n234,p5,0,4.54E+26,,
d3533,n235,p5,0,4.54E+26,,
d3534,n236,p5,0,4.54E+26,,
d3535,n237,p5,0,4.54E+26,,
d3536,n238,p5,0,4.54E+26,,
d3537,n239,p5,0,4.54E+26,,
