#dem,node,product,cap(tonne/week),time,price($/tonne)
d2740,land0406,p3,1.00E+30,1,0
d2741,land0407,p3,1.00E+30,1,0
d2742,land0408,p3,1.00E+30,1,0
d2743,land0409,p3,1.00E+30,1,0
d2744,land0410,p3,1.00E+30,1,0
d2745,land0411,p3,1.00E+30,1,0
d2746,land0412,p3,1.00E+30,1,0
d2747,land0413,p3,1.00E+30,1,0
d2748,land0414,p3,1.00E+30,1,0
d2749,land0415,p3,1.00E+30,1,0
d2750,land0416,p3,1.00E+30,1,0
d2751,land0417,p3,1.00E+30,1,0
d2752,land0418,p3,1.00E+30,1,0
d2753,land0419,p3,1.00E+30,1,0
d2754,land0420,p3,1.00E+30,1,0
d2755,land0421,p3,1.00E+30,1,0
d2756,land0422,p3,1.00E+30,1,0
d2757,land0423,p3,1.00E+30,1,0
d2758,land0424,p3,1.00E+30,1,0
d2759,land0425,p3,1.00E+30,1,0
d2760,land0426,p3,1.00E+30,1,0
d2761,land0427,p3,1.00E+30,1,0
d2762,land0428,p3,1.00E+30,1,0
d2763,land0429,p3,1.00E+30,1,0
d2764,land0430,p3,1.00E+30,1,0
d2765,land0431,p3,1.00E+30,1,0
d2766,land0432,p3,1.00E+30,1,0
d2767,land0433,p3,1.00E+30,1,0
d2768,land0434,p3,1.00E+30,1,0
d2769,land0435,p3,1.00E+30,1,0
d2770,land0436,p3,1.00E+30,1,0
d2771,land0437,p3,1.00E+30,1,0
d2772,land0438,p3,1.00E+30,1,0
d2773,land0439,p3,1.00E+30,1,0
d2774,land0440,p3,1.00E+30,1,0
d2775,land0441,p3,1.00E+30,1,0
d2776,land0442,p3,1.00E+30,1,0
d2777,land0443,p3,1.00E+30,1,0
d2778,land0444,p3,1.00E+30,1,0
d2779,land0445,p3,1.00E+30,1,0
d2780,land0446,p3,1.00E+30,1,0
d2781,land0447,p3,1.00E+30,1,0
d2782,land0448,p3,1.00E+30,1,0
d2783,land0449,p3,1.00E+30,1,0
d2784,land0450,p3,1.00E+30,1,0
d2785,land0451,p3,1.00E+30,1,0
d2786,land0452,p3,1.00E+30,1,0
d2787,land0453,p3,1.00E+30,1,0
d2788,land0454,p3,1.00E+30,1,0
d2789,land0455,p3,1.00E+30,1,0
d2790,land0456,p3,1.00E+30,1,0
d2791,land0457,p3,1.00E+30,1,0
d2792,land0458,p3,1.00E+30,1,0
d2793,land0459,p3,1.00E+30,1,0
d2794,land0460,p3,1.00E+30,1,0
d2795,land0461,p3,1.00E+30,1,0
d2796,land0462,p3,1.00E+30,1,0
d2797,land0463,p3,1.00E+30,1,0
d2798,land0464,p3,1.00E+30,1,0
d2799,land0465,p3,1.00E+30,1,0
d2800,land0466,p3,1.00E+30,1,0
d2801,land0467,p3,1.00E+30,1,0
d2802,land0468,p3,1.00E+30,1,0
d2803,land0469,p3,1.00E+30,1,0
d2804,land0470,p3,1.00E+30,1,0
d2805,land0471,p3,1.00E+30,1,0
d2806,land0472,p3,1.00E+30,1,0
d2807,land0473,p3,1.00E+30,1,0
d2808,land0474,p3,1.00E+30,1,0
d2809,land0475,p3,1.00E+30,1,0
d2810,land0476,p3,1.00E+30,1,0
d2811,land0477,p3,1.00E+30,1,0
d2812,land0478,p3,1.00E+30,1,0
d2813,land0479,p3,1.00E+30,1,0
d2814,land0480,p3,1.00E+30,1,0
d2815,land0481,p3,1.00E+30,1,0
d2816,land0482,p3,1.00E+30,1,0
d2817,land0483,p3,1.00E+30,1,0
d2818,land0484,p3,1.00E+30,1,0
d2819,land0485,p3,1.00E+30,1,0
d2820,land0486,p3,1.00E+30,1,0
d2821,land0487,p3,1.00E+30,1,0
d2822,land0488,p3,1.00E+30,1,0
d2823,land0489,p3,1.00E+30,1,0
d2824,land0490,p3,1.00E+30,1,0
d2825,land0491,p3,1.00E+30,1,0
d2826,land0492,p3,1.00E+30,1,0
d2827,land0493,p3,1.00E+30,1,0
d2828,land0494,p3,1.00E+30,1,0
d2829,land0495,p3,1.00E+30,1,0
d2830,land0496,p3,1.00E+30,1,0
d2831,land0497,p3,1.00E+30,1,0
d2832,land0498,p3,1.00E+30,1,0
d2833,land0499,p3,1.00E+30,1,0
d2834,land0500,p3,1.00E+30,1,0
d2835,land0501,p3,1.00E+30,1,0
d2836,land0502,p3,1.00E+30,1,0
d2837,land0503,p3,1.00E+30,1,0
d2838,land0504,p3,1.00E+30,1,0
d2839,land0505,p3,1.00E+30,1,0
d2840,land0506,p3,1.00E+30,1,0
d2841,land0507,p3,1.00E+30,1,0
d2842,land0508,p3,1.00E+30,1,0
d2843,land0509,p3,1.00E+30,1,0
d2844,land0510,p3,1.00E+30,1,0
d2845,land0511,p3,1.00E+30,1,0
d2846,land0512,p3,1.00E+30,1,0
d2847,land0513,p3,1.00E+30,1,0
d2848,land0514,p3,1.00E+30,1,0
d2849,land0515,p3,1.00E+30,1,0
d2850,land0516,p3,1.00E+30,1,0
d2851,land0517,p3,1.00E+30,1,0
d2852,land0518,p3,1.00E+30,1,0
d2853,land0519,p3,1.00E+30,1,0
d2854,land0520,p3,1.00E+30,1,0
d2855,land0521,p3,1.00E+30,1,0
d2856,land0522,p3,1.00E+30,1,0
d2857,land0523,p3,1.00E+30,1,0
d2858,land0524,p3,1.00E+30,1,0
d2859,land0525,p3,1.00E+30,1,0
d2860,land0526,p3,1.00E+30,1,0
d2861,land0527,p3,1.00E+30,1,0
d2862,land0528,p3,1.00E+30,1,0
d2863,land0529,p3,1.00E+30,1,0
d2864,land0530,p3,1.00E+30,1,0
d2865,land0531,p3,1.00E+30,1,0
d2866,land0532,p3,1.00E+30,1,0
d2867,land0533,p3,1.00E+30,1,0
d2868,land0534,p3,1.00E+30,1,0
d2869,land0535,p3,1.00E+30,1,0
d2870,land0536,p3,1.00E+30,1,0
d2871,land0537,p3,1.00E+30,1,0
d2872,land0538,p3,1.00E+30,1,0
d2873,land0539,p3,1.00E+30,1,0
d2874,land0540,p3,1.00E+30,1,0
d2875,land0541,p3,1.00E+30,1,0
d2876,land0542,p3,1.00E+30,1,0
d2877,land0543,p3,1.00E+30,1,0
d2878,land0544,p3,1.00E+30,1,0
d2879,land0545,p3,1.00E+30,1,0
d2880,land0546,p3,1.00E+30,1,0
d2881,land0547,p3,1.00E+30,1,0
d2882,land0548,p3,1.00E+30,1,0
d2883,land0549,p3,1.00E+30,1,0
d2884,land0550,p3,1.00E+30,1,0
d2885,land0551,p3,1.00E+30,1,0
d2886,land0552,p3,1.00E+30,1,0
d2887,land0553,p3,1.00E+30,1,0
d2888,land0554,p3,1.00E+30,1,0
d2889,land0555,p3,1.00E+30,1,0
d2890,land0556,p3,1.00E+30,1,0
d2891,land0557,p3,1.00E+30,1,0
d2892,land0558,p3,1.00E+30,1,0
d2893,land0559,p3,1.00E+30,1,0
d2894,land0560,p3,1.00E+30,1,0
d2895,land0561,p3,1.00E+30,1,0
d2896,land0562,p3,1.00E+30,1,0
d2897,land0563,p3,1.00E+30,1,0
d2898,land0564,p3,1.00E+30,1,0
d2899,land0565,p3,1.00E+30,1,0
d2900,land0566,p3,1.00E+30,1,0
d2901,land0567,p3,1.00E+30,1,0
d2902,land0568,p3,1.00E+30,1,0
d2903,land0569,p3,1.00E+30,1,0
d2904,land0570,p3,1.00E+30,1,0
d2905,land0571,p3,1.00E+30,1,0
d2906,land0572,p3,1.00E+30,1,0
d2907,land0573,p3,1.00E+30,1,0
d2908,land0574,p3,1.00E+30,1,0
d2909,land0575,p3,1.00E+30,1,0
d2910,land0576,p3,1.00E+30,1,0
d2911,land0577,p3,1.00E+30,1,0
d2912,land0578,p3,1.00E+30,1,0
d2913,land0579,p3,1.00E+30,1,0
d2914,land0580,p3,1.00E+30,1,0
d2915,land0581,p3,1.00E+30,1,0
d2916,land0582,p3,1.00E+30,1,0
d2917,land0583,p3,1.00E+30,1,0
d2918,land0584,p3,1.00E+30,1,0
d2919,land0585,p3,1.00E+30,1,0
d2920,land0586,p3,1.00E+30,1,0
d2921,land0587,p3,1.00E+30,1,0
d2922,land0588,p3,1.00E+30,1,0
d2923,land0589,p3,1.00E+30,1,0
d2924,land0590,p3,1.00E+30,1,0
d2925,land0591,p3,1.00E+30,1,0
d2926,land0592,p3,1.00E+30,1,0
d2927,land0593,p3,1.00E+30,1,0
d2928,land0594,p3,1.00E+30,1,0
d2929,land0595,p3,1.00E+30,1,0
d2930,land0596,p3,1.00E+30,1,0
d2931,land0597,p3,1.00E+30,1,0
d2932,land0598,p3,1.00E+30,1,0
d2933,land0599,p3,1.00E+30,1,0
d2934,land0600,p3,1.00E+30,1,0
d2935,land0601,p3,1.00E+30,1,0
d2936,land0602,p3,1.00E+30,1,0
d2937,land0603,p3,1.00E+30,1,0
d2938,land0604,p3,1.00E+30,1,0
d2939,land0605,p3,1.00E+30,1,0
d2940,land0606,p3,1.00E+30,1,0
d2941,land0607,p3,1.00E+30,1,0
d2942,land0608,p3,1.00E+30,1,0
d2943,land0609,p3,1.00E+30,1,0
d2944,land0610,p3,1.00E+30,1,0
d2945,land0611,p3,1.00E+30,1,0
d2946,land0612,p3,1.00E+30,1,0
d2947,land0613,p3,1.00E+30,1,0
d2948,land0614,p3,1.00E+30,1,0
d2949,land0615,p3,1.00E+30,1,0
d2950,land0616,p3,1.00E+30,1,0
d2951,land0617,p3,1.00E+30,1,0
d2952,land0618,p3,1.00E+30,1,0
d2953,land0619,p3,1.00E+30,1,0
d2954,land0620,p3,1.00E+30,1,0
d2955,land0621,p3,1.00E+30,1,0
d2956,land0622,p3,1.00E+30,1,0
d2957,land0623,p3,1.00E+30,1,0
d2958,land0624,p3,1.00E+30,1,0
d2959,land0625,p3,1.00E+30,1,0
d2960,land0626,p3,1.00E+30,1,0
d2961,land0627,p3,1.00E+30,1,0
d2962,land0628,p3,1.00E+30,1,0
d2963,land0629,p3,1.00E+30,1,0
d2964,land0630,p3,1.00E+30,1,0
d2965,land0631,p3,1.00E+30,1,0
d2966,land0632,p3,1.00E+30,1,0
d2967,land0633,p3,1.00E+30,1,0
d2968,land0634,p3,1.00E+30,1,0
d2969,land0635,p3,1.00E+30,1,0
d2970,land0636,p3,1.00E+30,1,0
d2971,land0637,p3,1.00E+30,1,0
d2972,land0638,p3,1.00E+30,1,0
d2973,land0639,p3,1.00E+30,1,0
d2974,land0640,p3,1.00E+30,1,0
d2975,land0641,p3,1.00E+30,1,0
d2976,land0642,p3,1.00E+30,1,0
d2977,land0643,p3,1.00E+30,1,0
d2978,land0644,p3,1.00E+30,1,0
d2979,land0645,p3,1.00E+30,1,0
d2980,land0646,p3,1.00E+30,1,0
d2981,land0647,p3,1.00E+30,1,0
d2982,land0648,p3,1.00E+30,1,0
d2983,land0649,p3,1.00E+30,1,0
d2984,land0650,p3,1.00E+30,1,0
d2985,land0651,p3,1.00E+30,1,0
d2986,land0652,p3,1.00E+30,1,0
d2987,land0653,p3,1.00E+30,1,0
d2988,land0654,p3,1.00E+30,1,0
d2989,land0655,p3,1.00E+30,1,0
d2990,land0656,p3,1.00E+30,1,0
d2991,land0657,p3,1.00E+30,1,0
d2992,land0658,p3,1.00E+30,1,0
d2993,land0659,p3,1.00E+30,1,0
d2994,land0660,p3,1.00E+30,1,0
d2995,land0661,p3,1.00E+30,1,0
d2996,land0662,p3,1.00E+30,1,0
d2997,land0663,p3,1.00E+30,1,0
d2998,land0664,p3,1.00E+30,1,0
d2999,land0665,p3,1.00E+30,1,0
d3000,land0666,p3,1.00E+30,1,0
d3001,land0667,p3,1.00E+30,1,0
d3002,land0668,p3,1.00E+30,1,0
d3003,land0669,p3,1.00E+30,1,0
d3004,land0670,p3,1.00E+30,1,0
d3005,land0671,p3,1.00E+30,1,0
d3006,land0672,p3,1.00E+30,1,0
d3007,land0673,p3,1.00E+30,1,0
d3008,land0674,p3,1.00E+30,1,0
d3009,land0675,p3,1.00E+30,1,0
d3010,land0676,p3,1.00E+30,1,0
d3011,land0677,p3,1.00E+30,1,0
d3012,land0678,p3,1.00E+30,1,0
d3013,land0679,p3,1.00E+30,1,0
d3014,land0680,p3,1.00E+30,1,0
d3015,land0681,p3,1.00E+30,1,0
d3016,land0682,p3,1.00E+30,1,0
d3017,land0683,p3,1.00E+30,1,0
d3018,land0684,p3,1.00E+30,1,0
d3019,land0685,p3,1.00E+30,1,0
d3020,land0686,p3,1.00E+30,1,0
d3021,land0687,p3,1.00E+30,1,0
d3022,land0688,p3,1.00E+30,1,0
d3023,land0689,p3,1.00E+30,1,0
d3024,land0690,p3,1.00E+30,1,0
d3025,land0691,p3,1.00E+30,1,0
d3026,land0692,p3,1.00E+30,1,0
d3027,land0693,p3,1.00E+30,1,0
d3028,land0694,p3,1.00E+30,1,0
d3029,land0695,p3,1.00E+30,1,0
d3030,land0696,p3,1.00E+30,1,0
d3031,land0697,p3,1.00E+30,1,0
d3032,land0698,p3,1.00E+30,1,0
d3033,land0699,p3,1.00E+30,1,0
d3034,land0700,p3,1.00E+30,1,0
d3035,land0701,p3,1.00E+30,1,0
d3036,land0702,p3,1.00E+30,1,0
d3037,land0703,p3,1.00E+30,1,0
d3038,land0704,p3,1.00E+30,1,0
d3039,land0705,p3,1.00E+30,1,0
d3040,land0706,p3,1.00E+30,1,0
d3041,land0707,p3,1.00E+30,1,0
d3042,land0708,p3,1.00E+30,1,0
d3043,land0709,p3,1.00E+30,1,0
d3044,land0710,p3,1.00E+30,1,0
d3045,land0711,p3,1.00E+30,1,0
d3046,land0712,p3,1.00E+30,1,0
d3047,land0713,p3,1.00E+30,1,0
d3048,land0714,p3,1.00E+30,1,0
d3049,land0715,p3,1.00E+30,1,0
d3050,land0716,p3,1.00E+30,1,0
d3051,land0717,p3,1.00E+30,1,0
d3052,land0718,p3,1.00E+30,1,0
d3053,land0719,p3,1.00E+30,1,0
d3054,land0720,p3,1.00E+30,1,0
d3055,land0721,p3,1.00E+30,1,0
d3056,land0722,p3,1.00E+30,1,0
d3057,land0723,p3,1.00E+30,1,0
d3058,land0724,p3,1.00E+30,1,0
d3059,land0725,p3,1.00E+30,1,0
d3060,land0726,p3,1.00E+30,1,0
d3061,land0727,p3,1.00E+30,1,0
d3062,land0728,p3,1.00E+30,1,0
d3063,land0729,p3,1.00E+30,1,0
d3064,land0730,p3,1.00E+30,1,0
d3065,land0731,p3,1.00E+30,1,0
d3066,land0732,p3,1.00E+30,1,0
d3067,land0733,p3,1.00E+30,1,0
d3068,land0734,p3,1.00E+30,1,0
d3069,land0735,p3,1.00E+30,1,0
d3070,land0736,p3,1.00E+30,1,0
d3071,land0737,p3,1.00E+30,1,0
d3072,land0738,p3,1.00E+30,1,0
d3073,land0739,p3,1.00E+30,1,0
d3074,land0740,p3,1.00E+30,1,0
d3075,land0741,p3,1.00E+30,1,0
d3076,land0742,p3,1.00E+30,1,0
d3077,land0743,p3,1.00E+30,1,0
d3078,land0744,p3,1.00E+30,1,0
d3079,land0745,p3,1.00E+30,1,0
d3080,land0746,p3,1.00E+30,1,0
d3081,land0747,p3,1.00E+30,1,0
d3082,land0748,p3,1.00E+30,1,0
d3083,land0749,p3,1.00E+30,1,0
d3084,land0750,p3,1.00E+30,1,0
d3085,land0751,p3,1.00E+30,1,0
d3086,land0752,p3,1.00E+30,1,0
d3087,land0753,p3,1.00E+30,1,0
d3088,land0754,p3,1.00E+30,1,0
d3089,land0755,p3,1.00E+30,1,0
d3090,land0756,p3,1.00E+30,1,0
d3091,land0757,p3,1.00E+30,1,0
d3092,land0758,p3,1.00E+30,1,0
d3093,land0759,p3,1.00E+30,1,0
d3094,land0760,p3,1.00E+30,1,0
d3095,land0761,p3,1.00E+30,1,0
d3096,land0762,p3,1.00E+30,1,0
d3097,land0763,p3,1.00E+30,1,0
d3098,land0764,p3,1.00E+30,1,0
d3099,land0765,p3,1.00E+30,1,0
d3100,land0766,p3,1.00E+30,1,0
d3101,land0767,p3,1.00E+30,1,0
d3102,land0768,p3,1.00E+30,1,0
d3103,land0769,p3,1.00E+30,1,0
d3104,land0770,p3,1.00E+30,1,0
d3105,land0771,p3,1.00E+30,1,0
d3106,land0772,p3,1.00E+30,1,0
d3107,land0773,p3,1.00E+30,1,0
d3108,land0774,p3,1.00E+30,1,0
d3109,land0775,p3,1.00E+30,1,0
d3110,land0776,p3,1.00E+30,1,0
d3111,land0777,p3,1.00E+30,1,0
d3112,land0778,p3,1.00E+30,1,0
d3113,land0779,p3,1.00E+30,1,0
d3114,land0780,p3,1.00E+30,1,0
d3115,land0781,p3,1.00E+30,1,0
d3116,land0782,p3,1.00E+30,1,0
d3117,land0783,p3,1.00E+30,1,0
d3118,land0784,p3,1.00E+30,1,0
d3119,land0785,p3,1.00E+30,1,0
d3120,land0786,p3,1.00E+30,1,0
d3121,land0787,p3,1.00E+30,1,0
d3122,land0788,p3,1.00E+30,1,0
d3123,land0789,p3,1.00E+30,1,0
d3124,land0790,p3,1.00E+30,1,0
d3125,land0791,p3,1.00E+30,1,0
d3126,land0792,p3,1.00E+30,1,0
d3127,land0793,p3,1.00E+30,1,0
d3128,land0794,p3,1.00E+30,1,0
d3129,land0795,p3,1.00E+30,1,0
d3130,land0796,p3,1.00E+30,1,0
d3131,land0797,p3,1.00E+30,1,0
d3132,land0798,p3,1.00E+30,1,0
d3133,land0799,p3,1.00E+30,1,0
d3134,land0800,p3,1.00E+30,1,0
d3135,land0801,p3,1.00E+30,1,0
d3136,land0802,p3,1.00E+30,1,0
d3137,land0803,p3,1.00E+30,1,0
d3138,land0804,p3,1.00E+30,1,0
d3139,land0805,p3,1.00E+30,1,0
d3140,land0806,p3,1.00E+30,1,0
d3141,land0807,p3,1.00E+30,1,0
d3142,land0808,p3,1.00E+30,1,0
d3143,land0809,p3,1.00E+30,1,0
d3144,land0810,p3,1.00E+30,1,0
d3145,land0811,p3,1.00E+30,1,0
d3146,land0812,p3,1.00E+30,1,0
d3147,land0813,p3,1.00E+30,1,0
d3148,land0814,p3,1.00E+30,1,0
d3149,land0815,p3,1.00E+30,1,0
d3150,land0816,p3,1.00E+30,1,0
d3151,land0817,p3,1.00E+30,1,0
d3152,land0818,p3,1.00E+30,1,0
d3153,land0819,p3,1.00E+30,1,0
d3154,land0820,p3,1.00E+30,1,0
d3155,land0821,p3,1.00E+30,1,0
d3156,land0822,p3,1.00E+30,1,0
d3157,land0823,p3,1.00E+30,1,0
d3158,land0824,p3,1.00E+30,1,0
d3159,land0825,p3,1.00E+30,1,0
d3160,land0826,p3,1.00E+30,1,0
d3161,land0827,p3,1.00E+30,1,0
d3162,land0828,p3,1.00E+30,1,0
d3163,land0829,p3,1.00E+30,1,0
d3164,land0830,p3,1.00E+30,1,0
d3165,land0831,p3,1.00E+30,1,0
d3166,land0832,p3,1.00E+30,1,0
d3167,land0833,p3,1.00E+30,1,0
d3168,land0834,p3,1.00E+30,1,0
d3169,land0835,p3,1.00E+30,1,0
d3170,land0836,p3,1.00E+30,1,0
d3171,land0837,p3,1.00E+30,1,0
d3172,land0838,p3,1.00E+30,1,0
d3173,land0839,p3,1.00E+30,1,0
d3174,land0840,p3,1.00E+30,1,0
d3175,land0841,p3,1.00E+30,1,0
d3176,land0842,p3,1.00E+30,1,0
d3177,land0843,p3,1.00E+30,1,0
d3178,land0844,p3,1.00E+30,1,0
d3179,land0845,p3,1.00E+30,1,0
d3180,land0846,p3,1.00E+30,1,0
d3181,land0847,p3,1.00E+30,1,0
d3182,land0848,p3,1.00E+30,1,0
d3183,land0849,p3,1.00E+30,1,0
d3184,land0850,p3,1.00E+30,1,0
d3185,land0851,p3,1.00E+30,1,0
d3186,land0852,p3,1.00E+30,1,0
d3187,land0853,p3,1.00E+30,1,0
d3188,land0854,p3,1.00E+30,1,0
d3189,land0855,p3,1.00E+30,1,0
d3190,land0856,p3,1.00E+30,1,0
d3191,land0857,p3,1.00E+30,1,0
d3192,land0858,p3,1.00E+30,1,0
d3193,land0859,p3,1.00E+30,1,0
d3194,land0860,p3,1.00E+30,1,0
d3195,land0861,p3,1.00E+30,1,0
d3196,land0862,p3,1.00E+30,1,0
d3197,land0863,p3,1.00E+30,1,0
d3198,land0864,p3,1.00E+30,1,0
d3199,land0865,p3,1.00E+30,1,0
d3200,land0866,p3,1.00E+30,1,0
d3201,land0867,p3,1.00E+30,1,0
d3202,land0868,p3,1.00E+30,1,0
d3203,land0869,p3,1.00E+30,1,0
d3204,land0870,p3,1.00E+30,1,0
d3205,land0871,p3,1.00E+30,1,0
d3206,land0872,p3,1.00E+30,1,0
d3207,land0873,p3,1.00E+30,1,0
d3208,land0874,p3,1.00E+30,1,0
d3209,land0875,p3,1.00E+30,1,0
d3210,land0876,p3,1.00E+30,1,0
d3211,land0877,p3,1.00E+30,1,0
d3212,land0878,p3,1.00E+30,1,0
d3213,land0879,p3,1.00E+30,1,0
d3214,land0880,p3,1.00E+30,1,0
d3215,land0881,p3,1.00E+30,1,0
d3216,land0882,p3,1.00E+30,1,0
d3217,land0883,p3,1.00E+30,1,0
d3218,land0884,p3,1.00E+30,1,0
d3219,land0885,p3,1.00E+30,1,0
d3220,land0886,p3,1.00E+30,1,0
d3221,land0887,p3,1.00E+30,1,0
d3222,land0888,p3,1.00E+30,1,0
d3223,land0889,p3,1.00E+30,1,0
d3224,land0890,p3,1.00E+30,1,0
d3225,land0891,p3,1.00E+30,1,0
d3226,land0892,p3,1.00E+30,1,0
d3227,land0893,p3,1.00E+30,1,0
d3228,land0894,p3,1.00E+30,1,0
d3229,land0895,p3,1.00E+30,1,0
d3230,land0896,p3,1.00E+30,1,0
d3231,land0897,p3,1.00E+30,1,0
d3232,land0898,p3,1.00E+30,1,0
d3233,land0899,p3,1.00E+30,1,0
d3234,land0900,p3,1.00E+30,1,0
d3235,land0901,p3,1.00E+30,1,0
d3236,land0902,p3,1.00E+30,1,0
d3237,land0903,p3,1.00E+30,1,0
d3238,land0904,p3,1.00E+30,1,0
d3239,land0905,p3,1.00E+30,1,0
d3240,land0906,p3,1.00E+30,1,0
d3241,land0907,p3,1.00E+30,1,0
d3242,land0908,p3,1.00E+30,1,0
d3243,land0909,p3,1.00E+30,1,0
d3244,land0910,p3,1.00E+30,1,0
d3245,land0911,p3,1.00E+30,1,0
d3246,land0912,p3,1.00E+30,1,0
d3247,land0913,p3,1.00E+30,1,0
d3248,land0914,p3,1.00E+30,1,0
d3249,land0915,p3,1.00E+30,1,0
d3250,land0916,p3,1.00E+30,1,0
d3251,land0917,p3,1.00E+30,1,0
d3252,land0918,p3,1.00E+30,1,0
d3253,land0919,p3,1.00E+30,1,0
d3254,land0920,p3,1.00E+30,1,0
d3255,land0921,p3,1.00E+30,1,0
d3256,land0922,p3,1.00E+30,1,0
d3257,land0923,p3,1.00E+30,1,0
d3258,land0924,p3,1.00E+30,1,0
d3259,land0925,p3,1.00E+30,1,0
d3260,land0926,p3,1.00E+30,1,0
d3261,land0927,p3,1.00E+30,1,0
d3262,land0928,p3,1.00E+30,1,0
d3263,land0929,p3,1.00E+30,1,0
d3264,land0930,p3,1.00E+30,1,0
d3265,land0931,p3,1.00E+30,1,0
d3266,land0932,p3,1.00E+30,1,0
d3267,land0933,p3,1.00E+30,1,0
d3268,land0934,p3,1.00E+30,1,0
d3269,land0935,p3,1.00E+30,1,0
d3270,land0936,p3,1.00E+30,1,0
d3271,land0937,p3,1.00E+30,1,0
d3272,land0938,p3,1.00E+30,1,0
d3273,land0939,p3,1.00E+30,1,0
d3274,land0940,p3,1.00E+30,1,0
d3275,land0941,p3,1.00E+30,1,0
d3276,land0942,p3,1.00E+30,1,0
d3277,land0943,p3,1.00E+30,1,0
d3278,land0944,p3,1.00E+30,1,0
d3279,land0945,p3,1.00E+30,1,0
d3280,land0946,p3,1.00E+30,1,0
d3281,land0947,p3,1.00E+30,1,0
d3282,land0948,p3,1.00E+30,1,0
d3283,land0949,p3,1.00E+30,1,0
d3284,land0950,p3,1.00E+30,1,0
d3285,land0951,p3,1.00E+30,1,0
d3286,land0952,p3,1.00E+30,1,0
d3287,land0953,p3,1.00E+30,1,0
d3288,land0954,p3,1.00E+30,1,0
d3289,land0955,p3,1.00E+30,1,0
d3290,land0956,p3,1.00E+30,1,0
d3291,land0957,p3,1.00E+30,1,0
d3292,land0958,p3,1.00E+30,1,0
d3293,land0959,p3,1.00E+30,1,0
d3294,land0960,p3,1.00E+30,1,0
d3295,land0961,p3,1.00E+30,1,0
d3296,land0962,p3,1.00E+30,1,0
d3297,land0963,p3,1.00E+30,1,0
d3298,land0964,p3,1.00E+30,1,0
d3299,land0965,p3,1.00E+30,1,0
d3300,land0966,p3,1.00E+30,1,0
d3301,land0967,p3,1.00E+30,1,0
d3302,land0968,p3,1.00E+30,1,0
d3303,land0969,p3,1.00E+30,1,0
d3304,land0970,p3,1.00E+30,1,0
d3305,land0971,p3,1.00E+30,1,0
d3306,land0972,p3,1.00E+30,1,0
d3307,land0973,p3,1.00E+30,1,0
d3308,land0974,p3,1.00E+30,1,0
d3309,land0975,p3,1.00E+30,1,0
d3310,land0976,p3,1.00E+30,1,0
d3311,land0977,p3,1.00E+30,1,0
d3312,land0978,p3,1.00E+30,1,0
d3313,land0979,p3,1.00E+30,1,0
d3314,land0980,p3,1.00E+30,1,0
d3315,land0981,p3,1.00E+30,1,0
d3316,land0982,p3,1.00E+30,1,0
d3317,land0983,p3,1.00E+30,1,0
d3318,land0984,p3,1.00E+30,1,0
d3319,land0985,p3,1.00E+30,1,0
d3320,land0986,p3,1.00E+30,1,0
d3321,land0987,p3,1.00E+30,1,0
d3322,land0988,p3,1.00E+30,1,0
d3323,land0989,p3,1.00E+30,1,0
d3324,land0990,p3,1.00E+30,1,0
d3325,land0991,p3,1.00E+30,1,0
d3326,land0992,p3,1.00E+30,1,0
d3327,land0993,p3,1.00E+30,1,0
d3328,land0994,p3,1.00E+30,1,0
d3329,land0995,p3,1.00E+30,1,0
d3330,land0996,p3,1.00E+30,1,0
d3331,land0997,p3,1.00E+30,1,0
d3332,land0998,p3,1.00E+30,1,0
d3333,land0999,p3,1.00E+30,1,0
d3334,land1000,p3,1.00E+30,1,0
d3335,land1001,p3,1.00E+30,1,0
d3336,land1002,p3,1.00E+30,1,0
d3337,land1003,p3,1.00E+30,1,0
d3338,land1004,p3,1.00E+30,1,0
d3339,land1005,p3,1.00E+30,1,0
d3340,land1006,p3,1.00E+30,1,0
d3341,land1007,p3,1.00E+30,1,0
d3342,land1008,p3,1.00E+30,1,0
d3343,land1009,p3,1.00E+30,1,0
d3344,land1010,p3,1.00E+30,1,0
d3345,land1011,p3,1.00E+30,1,0
d3346,land1012,p3,1.00E+30,1,0
d3347,land1013,p3,1.00E+30,1,0
d3348,land1014,p3,1.00E+30,1,0
d3349,land1015,p3,1.00E+30,1,0
d3350,land1016,p3,1.00E+30,1,0
d3351,land1017,p3,1.00E+30,1,0
d3352,land1018,p3,1.00E+30,1,0
d3353,land1019,p3,1.00E+30,1,0
d3354,land1020,p3,1.00E+30,1,0
d3355,land1021,p3,1.00E+30,1,0
d3356,land1022,p3,1.00E+30,1,0
d3357,land1023,p3,1.00E+30,1,0
d3358,land1024,p3,1.00E+30,1,0
d3359,land1025,p3,1.00E+30,1,0
d3360,land1026,p3,1.00E+30,1,0
d3361,land1027,p3,1.00E+30,1,0
d3362,land1028,p3,1.00E+30,1,0
d3363,land1029,p3,1.00E+30,1,0
d3364,land1030,p3,1.00E+30,1,0
d3365,land1031,p3,1.00E+30,1,0
d3366,land1032,p3,1.00E+30,1,0
d3367,land1033,p3,1.00E+30,1,0
d3368,land1034,p3,1.00E+30,1,0
d3369,land1035,p3,1.00E+30,1,0
d3370,land1036,p3,1.00E+30,1,0
d3371,land1037,p3,1.00E+30,1,0
d3372,land1038,p3,1.00E+30,1,0
d3373,land1039,p3,1.00E+30,1,0
d3374,land1040,p3,1.00E+30,1,0
